book,chapter,line_number,line_content
LUK,10,02533, Jesu fu ireobo oemarema ijene
LUK,10,02534," {21} Areme ve ijia Kavene Akae ije fu Jesudo oe ijia iraraemoga fuka ireobo oemarei. Ijadufuo fu urina Godi baname isoena kuae, Godi Asoeno, aeje aka saove ijiakiro ume igadufuo E Ireobo. "
LUK,10,02535, Naka one oemareve ijadufuo maeje a e ige bu naebe ma vierafevo ijene irere a kena uriema ije ane kena samadukua nijasiae. Ro una e ije bu mukoreigia vierafevo ije aka kena ni sauikuriae. Ro ije ane one izege a vierafemo ijia ijiege rei.
LUK,10,02536, {22} Ro Asoeno are ire boeje ige na samuagiadufuo ijene vajie. Ro kuke fu erare na mukoe giena vierafema baki ro ane are osukua na giena vierafei. Ijiegero fu erare a gana vierafeva baki ro nane nare nosukua a gana vierafei. Ro kuke na e ije na keva ije a e izeki ije nane kuariakinu nijasiaevano kuae.
LUK,10,02537," {23} Jesu fune ijiege Godi baname isoema areme una dakude e vua fuone fievo ije mauikeigia kiae, Janika ire ije ja giaeva ijadufuo oemarefo."
LUK,10,02538, {24} Ijadufuo maeje e ije ude Godido vua vierafena kuaevo ijiakiro e kini gue aesakae samuavo ije buka irere ja giavo ijene giakuae vierafe rove buka naebe giae. Ro kuke buka vua irere ja fievo ije fiekuae vierafe rove bu naebe fieko bune oe furivano kiae.
LUK,10,02539, Izege ma karivadufuo ijene
LUK,10,02540," {25} Maza be e vua akae nijasiamo ijare Jesu biesirina kuae, E Nijasiamo na izege rekuva na vame ma kari vako ije abekono kuae?"
LUK,10,02541," {26} Fu ijiege kuamoga Jesu fu una kuae, Ro a buki akae bu isoeva ije a izege dana vierafemano kuae?"
LUK,10,02542," {27} Ro e ije fu una kuae, Godido buki ake ije fu kuae, Anika oe one ijiakiro kavene ro daro one ijiakiro vierafe one boeje ijiakuma Godi E Ireobo one ije oetuano kuae. Ro kuke anika one izege a oetuanamimo ijiege una kairafa one ijene oetuano kuae."
LUK,10,02543," {28} E ije fu ijiege kuaramoga Jesu fu una kuae, Vua ije aneka ma kuarieme. A ijiege rekuma a vame ma karivako ije abekono kuae."
LUK,10,02544," {29} Ijadufuo e vua akae nijasiamo ije fu vierafega fuka e boeje oetuamo baki. Ijadufuo fu una Jesu kuae, Ro a vierafega na kairafa none ije na erane oetuakono kuae?"
LUK,10,02545," {30} Fu ijiege kuaramoga Jesu fu una vua be ijiege bijana kuarae. Fu kuae, E be fu are Jerusareme ijia una Jeriko ari vakiro vako ijia e iniemevo ijiebe usiaena bie. Bu biena fare dabe ugone fuone azoja areme kanama fune baronekuvenoga bu ijia arena vae."
LUK,10,02546, {31}-{32} Ro e zinone ifaejemo be fu vame ijane ruoga e ije fu ijia namo fu gae rove fune keke asina vae. Fu vakoga e Rivaeti be fu rade nuvena vaga e ije bu kanaeva ije fu ijia namoga fudua fu keke gana fune asi vae.
LUK,10,02547, {33} Areme e Sameriteniko be fu vame besu ijane ruoma keke e ije namo ijene gamo fuka oefiae.
LUK,10,02548, {34} Ijadufuo fu va e ije namo ijia kekena muramura ijiakina do vuaeni ije kena usiaejakinu matane soejae. Areme fune uri matane fuone ije ugone utijama areme dabena mave-doniki fuone ado ijia nujana fune mesiri va are be e bu naovo ijia nujana samua fi.
LUK,10,02549," {35} Areme nituame fune uri moni sunine bino karana e ije are samuamo ije vajae. Fu vajana kuae, Ni e ige mukoreigia samuake na vaekiro na una rone. Ro na una ruakuva ni ire izege a fuone akoema ije kuariega na una ve ijadufuo vajano kuae."
LUK,10,02550," {36} Jesu fu ijiege kuara areme uri kuae, A vierafega e inokubeke ije bu vaeva ijia e izare fu e ije bu kanaeva ijadufuo kaino kuae?"
LUK,10,02551," {37} Ro e ije vua akae nijasiamo ije fu una kuae, Na vierafe e ije fu ifejaema ijare fuka ma kai fuoneno kuae. Fu ijiege kuamoga Jesu fu kuae, Ijadufuo a vakuma nine adua vame besu ije fu kema ijiege kenoeno kuae."
LUK,10,02552, Jesu fu Matakiro Meri giake vaema ijene
LUK,10,02553, {38} Areme Jesu fune e vua fuone fievo ijena Jerusareme vakuae ruoma sidove be ijia usiaevoga bara Mata fu Jesu oemarejana mesiri are fuone ijia vae.
LUK,10,02554, {39} Ro bara Mata uvia fuone Meri fu ro Jesu fu fina vua nijasiamo ivuake ijia fina vua fuone ije fieme.
LUK,10,02555," {40} Meri fu ijiege fina Jesudo vua ije fiekoro Mata fu ire boeje fuosukua remo ijadufuo fuka naebe oe marei. Ijadufuo fu ro Jesu kuae, E Ireobo, naka nosukua ire boeje revo ijadufuo a na oefiadakuma ni Meri kuaga fu ro na ifejieno kuae."
LUK,10,02556," {41} Mata fu ijiege kuaramoga E Ireobo fu una kuae, Mata na gaga ire boeje binobino a renoeno ijiebe vierafe one bune dabe ma arafiri."
LUK,10,02557, {42} Rove na vierafega vua ige na kuaeko Meri fu fina fiemo ijare fuka ma ire anuigi be. Ijadufuo nabe kuaga fu vuakono kuae.
LUK,11,02558,RUKI 11
LUK,11,02559, Jesu fu vame izege baname isoedufuo ije nijasiaema ijene
LUK,11,02560," {1} Areme maza be Jesu fu are be ijia fina baname isoemo ijia e vua fuone fiemo be fu urina vua be Jesu kuarae. Fu kuae, E Ireobo ni izege Joni e do ruoriamo fu e vua fuone fievo ije baname isoena nijasiaema ijiege adua no nijasuono kuae."
LUK,11,02561," {2} Bu ijiege kuavoga Jesu fu urina kiae, Ja baname isoekuva ni ijiege isoena kuarafo."
LUK,11,02562," Godi Asoe nuvuone, no ive one akae ije abe ajiakinu aroeve. No vierafe maza ije a e boeje ijiebuo oe ije samuagiadufuo ije fuka migegire ume igia redufuo."
LUK,11,02563, {3} Ro maza besubesu ire no idufuo ije vajuone.
LUK,11,02564, {4} Ro ni izege no kairafa gue bu nuvuone ise rega ije no giana arevo ijiege ni ise nuvuone guona arene. Ro ade arega no irufui binobino biediavo.
LUK,11,02565," {5} Jesu fune baname isoena nijasiama areme una vua be ijiege mena e vua fuone fievo ije kuariae. Fu kiae, E ige ja kariva ijia e be a muge ve ufirema ijia a kai one ijadufuo are ijia va kuako, Eko uviano abe burete inokubeke ifejieke?"
LUK,11,02566, {6} Ijadufuo maeje na kai none be fuka iviama ruae rove na irere vaja fu ikuva bakino kuake.
LUK,11,02567," {7} Rove kai one ije fu uria guove ijia umeke nakinu kuako, Kaino na age bara none ijena noneka ni naoe. Ijadufuo nabe uri ire bino ifejakono kuake."
LUK,11,02568, {8} Fu kai one ma ro fu migegire urina burete kena vajakuma baki. Rove aka kukuma viene ijia kanakanamo ijadufuo fu urina kena vajakono kiae.
LUK,11,02569, {9} Ijadufuo na kuariako fiefo. Ja oenoene Godi baname isoevo ije maza boeje giriesana kukuma kuaraga fu kena vajiafo. Ro kuke maza boeje giriesana rerevo ije ja gake. Ro ja viene ijia kukuma kanakanavo ije viene fu joefuo daoveke.
LUK,11,02570, {10} Ijadufuo eranebe bu fu kuakuva bu kedufuo ro kuke bu rerekuva buka giadufuo. Ro bu kanakanakuva viene ije fu buefuo daovejiake.
LUK,11,02571," {11} Ro kuke igia fie, e be erare a fari one fu kijume ikiro kuakuma abe uri tabare abe make?"
LUK,11,02572, {12} Ro fu kukoruko ufuifuo kuakuma abe uri suge abena make?
LUK,11,02573, {13} E gure jaka e ise rove jaka ire ma ijiaru anafa jone vajiavo. Ro Asoe jone saove gufia fino ije fuka ja ireobo oetuamo ijadufuo fu Kavene Akae kena erarebe bu kuavo ije vajiake.
LUK,11,02574, Jesukiro kavene ise Birizibu ijiebuo vua ijene
LUK,11,02575, {14} Areme ve ijia Jesu fu e be kavene ise ijare dabe ninaruko fu naebe vua kuaemo fu ijia fino fu gae. Fu gana uri kavene ise ije kuriaerena kuamo fu e ije arena vae. Fu arene vakoga e ije fu ijia zinuevena una vua kuaemo e boeje bu ije gavo buka oeseradiae.
LUK,11,02576," {15} Rove e gue bu kuae, E ije fu e Birizibu e ije kavene ise samuagiamo ijare daro maema ijadufuo fu kavene ise ije rorukiaga bu usiae vakono kuae."
LUK,11,02577," {16} Ro e gue bu Jesu biesirikuae uri kuae, Ni ire sumiki be rega no ijia Godido daro ije gana ma vierafeno kuae."
LUK,11,02578," {17} Bu ijiege kuarae rove Jesu fu izege bu vierafeva ije fune giae. Ijadufuo fu uri vua be mena ijiege kuariae. Fu kiae, Aesakae be e bu afuina besu karijo ije bu dabe atana guegue rena bue bijaekuva bune korubuo are buone ije bune dabe iseredufuo. Ro kuke e agane be bu ata guegue rena una bue bijaekuva ive buone ije bune korubuo dabe isereke."
LUK,11,02579, {18} Ijadufuo Setanido are ijia e fuone budua bu ijiege dabe ata guegue rena una bue bijaekuva bu izege jiagadogo karivake? Ro kuke ja kuae kavene ise ije na kiaga bu usiae vako ije na kavene ise Birizibure daro miega na ijiege revono kuae.
LUK,11,02580, {19} Ro na Birizibudo daro ijia kavene ise ije kiaga bu usiae vakoga ije ja vierafe e jone bu erado daro ijia kavene ise ije kiaga bu usiae vako? Ni e jone kiaga na erado daro ijia kavene ise ije kiaga bu usiae vako ije kuariaga ja fiefo.
LUK,11,02581, {20} Ro ja gaga na Godido daro ijia kavene ise ije kiaga bu usiae vakogakuva ni vierafe maza ije Godi fu una e fuone ijiebuo oe ije samuagiadufuo ije fune ruaemaro ja ije vierafeke.
LUK,11,02582," {21} Ro kuke igia fie, e daroki be fu sinuome bijaevo ije kanafuima are fuone ije samuana fikuma ire fuone boeje bu mukoreigia naoke."
LUK,11,02583, {22} Rove e ka ma daroki be fu kekena e sibaneke daroki be fu ire boeje kanafuina samuagiamo ije farena juvuakiro sime fuone kamazake. Areme fune are fuone ijia aru ire fuone fu ude kanafui nana ijia bijua fino ije karina kairafa fuone ata ivajiae.
LUK,11,02584, {23} Ijadufuo ebe erare fu naebe nosiki remo ije na vierafe e ije fu e ani none. Ro erare fu naebe na ifejiena e kaenamiamo e ije fuka e kame ataga bu giegisa vakono kiae.
LUK,11,02585, E ije kavene ise ijiebe nirokiavo ijene
LUK,11,02586," {24} Areme Jesu fu urina kiae, Kavene ise be fu e be dabe nironoena areme e ije arena vake. Fu va ae sao ijia are fu fidufuo ije rerenoega bakuma fu una fue kuaeko, Nane ka una are none na ude fiva ijia vakono kuaeke."
LUK,11,02587, {25} Areme fune una vaga are fuone fu ude fima ije bune amaerima areva funeka mukore.
LUK,11,02588, {26} Ijadufuo fune una va kavene ise seveni ka ma ise ije kaenamiana una ro are ijia karike. Ro kavene ise ije bu una e ije nirokuva funeka biona ma ise ijia finoekono kiae.
LUK,11,02589, Izege no oemarekinu karidufuo ijene
LUK,11,02590," {27} Jesu fu vua ijiege kuariama furikoga bara be fu e uve ijia urina kumei, Na vierafe bara erare a bietanana samuagaema ije fuka ireobo oemareno kumei."
LUK,11,02591," {28} Ro Jesu fu una kuae, Vua ije aka ma kuaeme. Ijadufuo na vierafe e ije erare fu Godido vua ije fiena iriniavo ije budua buka oemareno kuae."
LUK,11,02592, E boeje bu ire sumiki be gakuae vierafeva ijene
LUK,11,02593," {29} Areme Jesu fu giake buka e uruvana biona fuone rovoga fu giae. Ijadufuo fu urina kiae, E ige iviama kariva ije bu vame ise binobino bu renoejo ije buka naebe arei. Rove bu vierafe naka ire sumiki bino rega bu giakuae bu ije vierafei. Ro na vierafe name e Jona irere fu isuibe rema ijiaru rena nijasiaga ja gake."
LUK,11,02594, {30} Ro ire ije fu rema ije fu e Ninivako ijiebuo nuga nijana maza inokubeke fu kijume ireobo be ijadufuo devatua ijia fi. Ijadufuo vame besu ijiege Ema igiebuo Fari ige nadua na mako ijia maza inokube ijia naga ja gake.
LUK,11,02595, {31} Ro maza radekuma ije Godi fu una e boeje ijiebuo ise ije ke mazie giake ruomo ijia na vierafe bara ireobo be are Siba samuamo ije fuka ja umui bijiana vua ise joesina kuaeke. 
LUK,11,02596, Ijadufuo maeje aesakae fuone ije fuka mumabo rove fuka urina una e Soromonido vua maeje fu kuaemo ije fiekiro vae. Ro e Soromonido vua mukore ije fume sibaneke anuigi ro ire ige na renoevo ijare fuka ma anuigi.
LUK,11,02597, {32} Ijadufuo na vierafe maza rade e Ninivako ije buka urina ise jone ja revo ijadufuo umui bijiana joesina kuaeke. Ijadufuo maeje e Jona fume ema rove buka vua fuone fiena una fu irinana ise buone ijuoegafiae. E Jona irere fu rema ije fume sibaneke anuigi ro irere na iviama renoevo ijare fuka ma anuigino kiae.
LUK,11,02598, Vajaema ijadufuo sanaema ijene
LUK,11,02599," {33} Jesu fu ijiege kuaria areme kiae, E be fu erare raete sanana abe sauikuma baki. Ro fuka abena are samadukua ijia nijaga e bu ijia gakinu aru ruadufuo."
LUK,11,02600, {34} Vame besu ijiege ni jone ije fu vajae jone foteke ijadufuo raete ijene. Ijadufuo ni jone bu mukoe maturaekuva vajae jone fuka mukoreigia sanake. Ro ni jone bu maza boeje ire ise ije gianoekuva vajae jone fuka ma tituteke.
LUK,11,02601, {35} Ijadufuo nika mukoreigia jone samuanamikina titutema ije fu naebe vajae jone fu sanaema ije okuradufuo.
LUK,11,02602, {36} Ja ijiege rekuva vajae jone boeje bube titutekiro buka maza boeje urukeigia sanakono kiae.
LUK,11,02603, Jesu fu e Feresi ijiakiro e vua akae nijasiavo ije buesina kuaema ijene
LUK,11,02604, {37}-{38} Jesu fu vua ijiege kuariamo ijia e Feresi be fu Jesu mesiri fuosiki are fuone ijia ire ikiro vae. Jesu fune va ari fina ire ikuveno ijia e Feresi ije fu Jesu umui do ije fu naebe ruero fume ire fu ikuveno ije gamo fuka oeserei.
LUK,11,02605," {39} Ijadufuo E Ireobo fu urina e ije kuae, Iviama e Feresi ige nane giaga jame vajae surive jone ijiaru do ruenoeve. Rove oe jone guove ije jaka vame ise uruvana renokuae vierafeve."
LUK,11,02606," {40} E gure isema vierafevo gurie, Godi e ije fu vajae surive jone ije amaeriaema e ijare una kuke oe jone ije amaeriae."
LUK,11,02607, {41} Ijadufuo vajae surive jone ije ja kame uruke vierafevo ije arefo. Ro nika urina oe jone ijiakuma ma vierafekinu kairafa jone oetuana ifejiaga fu ja maradiafo.
LUK,11,02608," {42} Ro igia fie, e Feresi ije ja isekijo nika jumefo! Ja ire isesina bino ja juare jone ijia masivo ije gue jaka kena una Godi vajavo ije funeka mare. Rove ja una e ije bu isema karinoejo ije jaka ifejiakinu ro kuke Godi mukoreigia oetuavo baki."
LUK,11,02609, Ire inokiro ije e ifejiakinuro Godi oetuadufuo ije Godido nidua ijia buka ma anuigi. Ijadufuo nika urina ire ije Godi fu oemaedufuo ije maza boeje mimatanoefo.
LUK,11,02610, {43} Ro kuke e Feresi ije janika jumefo! Ijadufuo maeje ja are e Jiusi bu afuina vua kuaevo ijia aru vako ije jaka fata maejia karikuae vierafevo. Ro kuke ja vierafe e buka are ije bu afuina ire fuaevejo ijia ja mukoreigia aguariakinu anadiakuae ja ije vierafe.
LUK,11,02611, {44} Rove na igia kuariako fie. Jaeje jaka e mako viene ije bu bigiake ijia utanoejo ijieki. E bu vame ijia ja biediavo ije bu vierafero jaeje jaka e maro bu ijiege vierafe. Rove oe jone guove ije buneka ma oeva igekino kiae.
LUK,11,02612," {45} Jesu fu ijiege kuariamoga e vua akae nijasiamo be fu urina kuae, E Nijasiamo na vierafe vua ijiege a kuaemo ije aka no arafiruona vua ise kuaemono kuae."
LUK,11,02613," {46} Fu ijiege kuaramoga Jesu fu una kuae, E ije ja vua akae e nijasiavo ije jadua janika jumefo! Ijadufuo maeje Mosisi akae fuone fu isoema ije fume maeje e bu iriniadufuo ijiaru isoe. "
LUK,11,02614, Rove jare una kuke akae uruvana binodua naeva ijadufuo e bu iriniakuvega fuka naebe mani. Ja ijiege rena jaka irufui kame e ije vajiave rove ja kojo ja una bino ifejiavo baki.
LUK,11,02615, {47}-{48} Ijadufuo nika jumefo! Ijadufuo maeje na giaga jaka una asaerafa jone bu e Godido vua vierafena kuaevo bu kaniana mako ruiva ije ifejiave. Ijadufuo jaka urina e mako viene are sakinu amaeriave.
LUK,11,02616," {49} Ja ijiege revo ijadufuo Godi fune fuone izege fu mukoe vierafemo ijia fu isuibe ijiege kuae, Na e vua none vierafena kuaevo ijiakiro e vua none abe oenoejo ije bino ke uniaga bu vuake. Bu vuaga e gue bu kaniaga gue bu kame isekafiake."
LUK,11,02617, {50}-{51} Bu iko zinume Godi fu sakae ige amaerima ijia bu e Eboro kanae. Areme bu uri e Godido vua vierafena kuaevo boeje kania ruoma radekuma ije bu e Zekaraea kanae. 
LUK,11,02618, Ro e Zekaraea bu kanaeva ije bu Godido Are guove fata ije bu zinone ifaejevo ivuake ijia kanae. Ijadufuo na giaga jadua jane vame ije asaerafa jone bu reva ja ije oemareve. Ijadufuo na vierafe Godi fuka e ige ja iviama kariva ije fu kame mukoreigia isekafiadufuo.
LUK,11,02619, {52} Ro kuke e Feresi vua akae nijasiavo ije nika jumefo! Ijadufuo maeje ja vua maeje e gue kuariana nijasiavo baki ro jaka kame urieve. Ro kuke jadua ja kojo vame ma karivadufuo ije ja ijia kenoevo baki. Ja e ije bu vame ma karivadufuo ije abekuae vierafevo ijiebuo vame ije jaka jare bijukuriaejiavono kiae.
LUK,11,02620, {53}-{54} Areme Jesu fune vakuvenoga e vua akae nijasiavo ijiakiro e Feresi gue buka naebe fuina oemarei. Ijadufuo buka fu biesirina duna binobino kuarae arega fu vua bino isema kuaega bu gakuae ijiege rei.
LUK,12,02621,RUKI 12
LUK,12,02622, E Feresi e iti kufuiki ijene
LUK,12,02623," {1} Ijiege rena buneka e uruvana afuivo ijadufuo buneka bue ajiafiranamive. Bu ijiege revo ijia Jesu fu urina e vua fuone fievo ije kiae, E Feresi ijiebuo vame kufui bu e biesirianoevo ije mukoreigia giana kekirakiro jade buenina renoevo."
LUK,12,02624," {2} Ro igia fie, ire boeje ja mauike nuriete sauina renoevo ije rade buka una samadireke."
LUK,12,02625, {3} Ijadufuo maeje vua irere ja ve muima ijia kuaeva ije bu dabe maza ijia kuake. Ro irere ja mauike adatire kuaenoeva ije rade bu dabe urukeigia kuaega e boeje bu fieke.
LUK,12,02626, Janika Godi jumefo!
LUK,12,02627, {4} Ro kairafano na kuariako fiefo. Jade e ije bu ja kaniaga ja oedufuo ije jumevo. Ijadufuo maeje bu rade una ire ise bino jone rekuva baki.
LUK,12,02628, {5} Rove e ije ja jumedufuo ije nika Godi jumefo. Ijadufuo maeje ja oekuva Godi fu daro nado fure ja kame miane ije fu ijia naena vako ijia koreke. Ijadufuo janika Godi fuosukua jumefo!
LUK,12,02629, {6} Ro na vua be bija kuariako ni fiefo. Ume ma isesina umui fague ije buka uria kena moni abagaro inokiro ijia fuaevevo. Rove Godi fu ume sesina ijieki ije fuka totemo baki.
LUK,12,02630," {7} Ro igia fie, nigofo u jone boeje bu izege ireva ije Godi fune giana vierafei. Ijadufuo jade jumevo ijadufuo maeje ja Godido nidua ijia jaeje jaka e anuigi ro ume ije bume sibaneke anuigi."
LUK,12,02631," {8}-{9} Ro igia fie, e ije erarebe bu e boeje ijiebuo nidua ijia kuaeko buje bu e nono kuaevo ije Ema ijiebuo Fari ige nadua nase Godido anera ijiebuo nidua ijia kuaeko buje bu e noneno kuaeke. "
LUK,12,02632, Ro erare fu e boeje ijiebuo nidua ijia kuaeko fu na naebe vierafevano kuaekuma ije Ema ijiebuo Fari ige nase Godido anera ijiebuo nidua ijia kuako na e ije na naebe vierafevano kuake.
LUK,12,02633, {10} Ro kuke e be erare fu vua ise be Ema ijiebuo Fari ige noesina kuaemo ije na gana areke. Ro erare fu vua ise be una Kavene Akae ije fuesina kuaemo e ije Godi fube ise fuone gana areke.
LUK,12,02634," {11} Ro kuke ige fie, e bu ja kaenamia kame e mamekanu gue are e Jiusi bu afuina vua kuaevo ije samuavo ijiakiro e akae samuavo ijiebuo nidua ijia koto rekuae vaga jade oefiadiavo. Jade uri vua irere ja izege kuariadufuo ijene uruke vierafevo."
LUK,12,02635, {12} Ijadufuo maeje fu Godido Kavene ijare maza ijia vua irere ja kuaedufuo ije vierafejiaga ja kuariakono kiae.
LUK,12,02636, E ije bu buosukua vierafenoejo ijene
LUK,12,02637," {13}-{14} Jesu fu ijiege kuariamoga e be fu e boeje ijiebuo uve ijia urina kume, E Nijasiamo uvia none boga ije fu asoe nuvuone ijadufuo ire boeje fune fure irarae. "
LUK,12,02638," Ijadufuo ni kuaga fu gue atana na vajieno kumei. Fu ijiege kumenoga Jesu fu urina e ije kuae, E gare naeje na erare daro miemado na uvia one kuaga fu ire boeje kena una osiki ata vajuenamikono kuae?"
LUK,12,02639," {15} Jesu fu ijiege kuara areme una dakude e boeje kiae, E gure ja ire boeje binobino josukua iraraena kevo ije nika joe samuanamikinu oenoefo. Ijadufuo maeje ema bu oemarekinu karinoevo ije bu sinuome buone maeje bu zaraevo ijare ifejiaga bu karinoevo bakino kiae."
LUK,12,02640," {16}-{17} Areme Jesu fune una kuke vua be ijiege mena kuariae. Fu kiae, E sinuome zaraema ije fu juare mena ire uije uruvana kanafui. Areme fu una fue kuae, Na uijaka none na ire nadufuo ije bu naebe manido nate izege rekono kuae?"
LUK,12,02641," {18} Areme fu una kuae, Na vierafe na uijaka none isesina faraena una mamekanu saekina na uije none boeje ijia nake."
LUK,12,02642, {19} Areme rade na vierafero nane manido na juaevasia boeje nabe una imeke. Rove name ijia fina ire ije na kanafuiva ije ikinu fivakono kuaeke.
LUK,12,02643," {20} Rove Godi fu una e ije kuako, E buzeme gare aeje a ivia muge baroneke. Ro ire one boeje a kanafuima ije erare karikono kuae?"
LUK,12,02644," {21} Areme Jesu fu uri vua fuone kuaria furikiro kiae, Vame besu ijiege e buka sinuome zaraena karike. Rove bu naebe Godi ma vierafekuva e ijieki ije bu Godido nidua ijia buka e sinuome baki igekino kiae."
LUK,12,02645, Asoe nuvuone saove gufia fino fu anafa fuone ije samuagiamo ijene
LUK,12,02646," {22} Areme Jesu fu urina e vua fuone fievo ije kuariana kiae, Jade maza boeje uri ire ja ikinu karivadufuo ijiakiro ugone ja sadufuo ije uruke vierafevo."
LUK,12,02647, {23} Ijadufuo maeje one a fivadufuo ijare fuka ma anuigi. Ro una ire ivo ije fume isekube. Ro kuke vajae one fuka ma anuigi ro ugone ije fume ire isekube ijadufuo ja ije mukore vierafedufuo.
LUK,12,02648, {24} Ro kuke ni ume ije vierafefo. Buje bu uije okinu ro kanafuivo baki. Ro kuke bu are bu ire nadufuo ije bu baki rove fune Godire samuagiakinu ire vajiamo. Ijadufuoro jaeje jaka ume ijieki baki ro ja Godido nidua ijia jaka e anuigi bino.
LUK,12,02649, {25} Ro a uri izege a fivadufuo ije ireobo vierafenoekuva a izege one a fivako ije abe bio jiamado nijana fivakuma baki.
LUK,12,02650, {26} A ire isekube ijieki ije a naebe mukoreigia renoeno ije a irerefuo una ire mamekanu ije renoekiro vierafeme?
LUK,12,02651, {27} Ro kuke ni kusare taraeko ni buone mukore ije bu tavuana iravo ije giafo. Buje bu korubuo ugone bu savo ije amaeriavo baki. Ro kuke e kini Soromoni fuka e anuigi ijadufuo ugone fu samo ije buka ni mukore. Rove bune kusare ni mukore binobino bu iravo ijiebe buka Soromonido ugone ni mukore fu samo ijene ma asidiae.
LUK,12,02652, {28} Ro ni kuke una vajoma ije vierafefo. Bu ivia ireva a giae ro isuome a una vaga fune saere. Rove Godi vajoma ije fuka uria samuagiame. Ro una ema ije jaeje ja ire kusare ijieki baki ijadufuo Godi ja fuka maza boeje samuagiakinu ifejiamo. Ijadufuo ni Godi ma vierafekinu karinoefo.
LUK,12,02653, {29} Ro jade maza boeje uri dokiro ire ja idufuo ijadufuo karina vierafevo.
LUK,12,02654, {30} Ro vame ijieki ije bu e ije Godi ma vierafevo baki ijiebe ijiege karina revo. Ro ire binobino ja karina vierafevo ije asoe jone saove gufia fino ije fune giana vierafe.
LUK,12,02655, {31} Ijadufuo ja karina ire binobino uruke vierafevo ije aregaro amure urina Godido i ije mega fu ja samuagiakinu ifejiadufuo.
LUK,12,02656, Izege saove ijia sinuome zaraedufuo ijene
LUK,12,02657," {32} Jesu fu ijiege kuaria areme kiae, E sibaneke gure ja vua none ige fievo ije jade jumevo. Ijadufuo maeje Asoe jone ije fu ja kiaga jare ire fuone boeje fu samuagiamo ije gue samuagiadufuo."
LUK,12,02658, {33} Ijadufuo ni va ire jone boeje kena fuaeve areme moni ije kena una e sinuome baki ije vajiafo. Ro jade uri sinuome bu rade bakiredufuo ije ireobo vierafevo. Ro nika urina saove gufadufuo ire maeje bu rade bakirekuva baki ijene kanafuifo. Ijadufuo maeje ire jone maeje saove gufia naovo ije e bube iniemejiake ro kuke fanufanu bube arafiriajiake.
LUK,12,02659, {34} Ijadufuo ja oenoejo ije oe jone nika ire maeje bu izia naovo ije vierafenoefo. Ijadufuo maeje ire maeje jone boeje bu izia naovo ije oe jone budua bu ijia naodufuo.
LUK,12,02660, Maza boeje samuanamikinu karinoedufuo ijene
LUK,12,02661," {35} Jesu fu ijiege kuaria areme una vua be mena kuariae. Fu kiae, Janika ire be fu rekuvega ja samua karivo ijiege rena uri ugone jone kena mukoreigia sana ivia kiriama areme raete jone kena sanana samua karinoefo."
LUK,12,02662, {36} Janika e imevo bu e buone ireobo fu iro bu maninamikuae ijo ijia vakiro kiana vakoga bu samua kariva ijiege refo. Bu samua kariga fu una ro fie bu uri migegire viene daovedufuo ijiege janika samuafo.
LUK,12,02663," {37} Ro e ije erarebe bu e ireobo buone fu una ruoga bu uria samuana kariva fu giadufuo ije buka oemaredufuo. Areme fu urina kiako, Jaeje ja naebe totei ro jaka uria mukoreigia vierafena na samuagiena karinoe. Ijadufuo ni ro are none igia karike na ire vajiaga ja ino kiakono kiae."
LUK,12,02664," {38} Jesu fu ijiege kuaria areme kiae, Na ve ufirema ijia ro suoke mu gamia ruoga ja uria ijiege samua karikuva naka jone ireobo oemareke."
LUK,12,02665, {39} Ro kuke igia fiefo. E iniemeno be fu iniemeke ruoga e are koeki fu naebe ninae ro fu uria fino ije e inieki fu izege aruna iniemekuma baki.
LUK,12,02666, {40} Ijadufuo jadua janika ijiege samua karinoefo. Ijadufuo maeje Ema ijiebuo Fari ige na maza ije ja naebe vierafeva na ijia una ruakono kiae.
LUK,12,02667, E ije e befuo i menoeno ije fuka e fuone ireobo ije irinadufuo ijene
LUK,12,02668," {41} Areme Fita fu urina Jesu kuae, E Ireobo vua ije a mena kuaruema ije a no fiedufuo ije kuarue ke a e boeje ijiebuo kuaruemano kuae?"
LUK,12,02669," {42} Areme Jesu fu una kuae, E ije erare fu uria mukoreigia giriesana ma vierafena imenoeno e ije e ireobo fuone fu kuaga fure una e ije bu fuina imejo ije samuagiadufuo. Fure ijiege samuagiakinu maza maejia ire buone vajiake."
LUK,12,02670, {43} Ro e ireobo fuone fu una ro keke ije gakuma fuka fuone oemarekono kiae.
LUK,12,02671," {44} Jesu fu ijiege kuaria areme uri kiae, Vua ige naka ma kuariave. E ireobo fuone ije fu uri e ije kuaga fure una ire fuone boeje samuagiake."
LUK,12,02672," {45} Rove e imeno fu una fue kuaeko, Na vierafe e ireobo none fube migegire una ruake ro fuka saroena ruake. E ije fu ijiege kuaena fune uri e fuina imejo bara ro baru ijene ifiana uri ire ikinu do kugi ina nigofo iserenoeke."
LUK,12,02673, {46} Areme e ireobo fu una ire fuone boeje ro e fuone imejo ije giakiro ruake. Ro maza ije fu una ruomo ije e fuone imeno ije fuka naebe vierafe. Ijadufuo e ireobo fu kekena gaga e fuone imeno ije fu naebe ire fuone boeje mukoreigia samuagiaejoga fuka isekafake. 
LUK,12,02674, Areme fu kiaga bu fare dabe e ije bu naebe e ireobo iriniavo bu karina isejavaevo ijia nujaga fu buina fina isejavaekono kiae.
