line_number,'mra', 'fuzz_partial', 'levin',transcribed_text,source_text
00085,0,99,1,areme setani fune una kuke jesu mesirina uruo ma kamo ijia ajia vae bu ijia ajia usiaena setani fune uri are irore boege jesu nijae areme kuke uri ire ni mukore boeje sakae ijia naovo ijene nijae,areme setani fune una kuke jesu mesirina uruo ma kabo ijia ajia vae bu ijia ajia usiaena setani fune uri are irore boege jesu nijae areme kuke uri ire ni mukore boeje sakae ijia naovo ijene nijae
00095,0,100,1,areme maza ijia jesu fune uri zinuevena e ije vua nijasiae fu nijasiakinu kiae maza ije godi fu oe jone ije samuagiadufuo ije funeka ivuareme ijadufuo oe ije ja ire ise binobino ume igadufuo vierafevo ije aregana una oe kuderiana godido ruano kiae,areme maza ijia jesu fune uri zinuivena e ije vua nijasiae fu nijasiakinu kiae maza ije godi fu oe jone ije samuagiadufuo ije funeka ivuareme ijadufuo oe ije ja ire ise binobino ume igadufuo vierafevo ije aregana una oe kuderiana godido ruano kiae
00061,0,99,1,bu biona ruakinu ise buone ije joni kuarakoga fu kaenamiana do jodani ijia do ruoriae,bu biona ruakinu ise buone ije joni kuarakoga fu kaenamiana do jodeni ijia do ruoriae
00071,0,99,1,fu vakoga joni fu urina kuae nana a do ruoradufuo ije na vierafe fuka naebe marei ro na vierafe are na do ruorieno kuae,fu vakoga joni fu urina kuae nana a do ruoradufuo ije na vierafe fuka naebe mare ro na vierafe are na do ruorieno kuae
00552,0,100,1,e ije fu gire fuone ijia sinuome fuone boeje iviaekoro isuiko ije fuka karina keke e boeje nijasiamo vame besu ijiege ro janika va e boeje godido vua maeje isuiko ijiakiro vua none iviaeko ije kena ufake nijasiano kiae,e ije fu gire fuone ijia sinuome fuone boeje iviaeko ro isuiko ije fuka karina keke e boeje nijasiamo vame besu ijiege ro janika va e boeje godido vua maeje isuiko ijiakiro vua none iviaeko ije kena ufake nijasiano kiae
01120,0,96,3,fu ijiege baname isoema areme una kuke ruo gake e ije bune ka ninaokiamoga bune ni naoe,fu ijiege baname isoema areme una kuke ruogake e ije buneka ninaokiamoga bune ninaoe
00542,0,99,3,jesu fu ijiege kuaria areme kiae godi izege fu e fuone ijiebuo oe ije fu samuagiamo ije fu ire gorodi be bu abena juare uve ijia mako runa nurieva ijieki bu abe nurievaga e be fu ijia juare menoena uri gorodi ije gana fune fuse abe sakae atana okurama ijia arei,jesu fu ijiege kuaria areme kiae godi izege fu e fuone ijiebuo oe ije fu samuagiamo ije fu ire gorodi be bu abena juare uve ijia mako runa nurieva ijieki bu abe nurievaga e be fu ijia juare menoena uri gorodi ije gana fune fuse una sakae atana okurama ijia arei
01130,0,100,0,ro e ije jesuna oenoevo be fune urina sime fuone ijare meruna dabe e be e ireobo zinone ifaejemo ijadufuo imeno ijadufuo adane ije kana daturae,ro e ije jesuna oenoevo be fune urina sime fuone ijare meruna dabe e be e ireobo zinone ifaejemo ijadufuo imeno ijadufuo adane ije kana daturae
00493,0,100,0,areme fune urina vua fuone boeje fu kuariaema ije fuka ke mena kuariae,areme fune urina vua fuone boeje fu kuariaema ije fuka ke mena kuariae
01083,0,100,1,jesu fu ijia fino ijia bara be fu ire udi mukore urimo bu kena moni mamekanu fuaevevo ije be sukore ijia usiaema abena fu fino ijia ruae fu ijia keke gake jesu fu ire inoga bara ije fu ire ije dabe nigofo fuone ijia usiae,jesu fu ijia fino ijia bara be fu ire udi mukore urimo bu kena moni mamekanu fuaevevo ije be sukore ijia usiama abena fu fino ijia ruae fu ijia keke gake jesu fu ire inoga bara ije fu ire ije dabe nigofo fuone ijia usiae
01093,0,99,2,bu ijiege kuaravoga jesu fu una kiae ni va jerusareme ijia aruna e be fu na vierafema fu ijia fino ije gafo ja e ije gakuva ni kua e ireobo ije fu kume mazani none fune ivuaremia ijadufuo na vierafe na e vua none fievo ijena are one ijia iro fasova ije ikiro vierafevano kuano kiae,bu ijiege kuaravoga jesu fu una kiae ni va jerusareme ijia aruna e be fu na vierafema fu ijia fino ije gafo ja e ije gakuva ni kua e ireobo ije fu kume mazani none fune ivuareme ijadufuo na vierafe na e vua none fievo ijena are one ijia iro fasova ije ikiro vierafevano kuano kiae
00530,0,98,5,ijadufuo vua izege e asaea e godido vua vierafena kuaemo fu isuibe kuaema ije fune ijiakuma riarei ro vua ije fu kuaema ije fu ijiege isoe na e ije vua kuariakuva nabe vua ijiebuo maeje samadukua kuariakiro vua boeje naka ke mena kuariake,ijadufuo vua izege e asaea e godido vua vierafena kuaemo fu isuibe kuaema ije fune ijiakuma riarei ro vua fu kuaema ije bu ijiege isoe na e ije vua kuariakuva nabe vua ijiebuo maeje samadukua kuariakiro vua boeje naka ke mena kuariake
01142,0,100,1,fu ijiege kuaramoga jesu fu vua bino naebe una vegue kuarae ijadufuo fu una kuae nika godi ijia fivako ijadufuo ive ijia kurana vua maeje kuaruone a vierafega ane ma godido fari e ije fu ruakono kuaema ijiega ni ijiege kuaruo no fieno kuae,fu ijiege kuaramoga jesu fu vua bino naebe una vegue kuarae ijadufuo fu una kuae nika godi ijia fivako ijadufuo ive ijia kurana vua maeje kuaruone a vierafega ane ma godido fari e ije fu ruakono kuaema ijega ni ijiege kuaruo no fieno kuae
00520,0,100,0,areme uije maeje fune tavuana ajia fo fuone maeje amaerimo ijia e bu ijia sone uri uije ise ijene giae,areme uije maeje fune tavuana ajia fo fuone maeje amaerimo ijia e bu ijia sone uri uije ise ijene giae
01152,0,100,0,bara ije fu ijiege kuaemoga fita fu kuke una fena kiae na godi kuraedo e ije ja kuaevo ije naka naebe vierafevano kiae,bara ije fu ijiege kuaemoga fita fu kuke una fena kiae na godi kuraedo e ije ja kuaevo ije naka naebe vierafevano kiae
00365,0,100,0,ijadufuo e ije fu sikuru remo ijiakiro e ije fu monifuo imeno baki ije bu e mamekanu buone matiana buenina kenoevo ije fune marei ro igia fie e ije na bu kie aeje a setani e kavene ise ijiebuo e ireobono kieve,ijadufuo e ije fu sikuru remo ijiakiro e ije fu monifuo imeno baki ije bu e mamekanu buone matiana buenina kenoevo ije fune marei ro igia fie e ije na bu kie aeje a setani e kavene ise ijiebuo e ireobono kieve
00375,0,100,0,ro erare fu e niome ijia na ijuonemo ije nase saove ijia asoe none ijadufuo nidua ijia kuako e ije fu e none bakino kuakono kiae,ro erare fu e niome ijia na ijuonemo ije nase saove ijia asoe none ijadufuo nidua ijia kuako e ije fu e none bakino kuakono kiae
00003,2,99,2,suare ige ijeja izege jesu kuraesido asaerafa ije bu e eburamedo ijia uinuvena ruoma e devidido ijia usiaena ruoma jesu bieteva ijene,suvuare ige ijeja izege jesu kuraesido asaerafa ije bu e eburamedo ijia uinuvena ruoma e devidido ijia usiaena ruoma jesu bieteva ijene
00013,0,100,1,ro e eriudi fu uri fari fuone e erisa nafenoga fu uri fari fuone e matani nafei ro e matani fu uri fari fuone e jekafu nafenoga fu uri fari fuone e josofu bara merido baru ije nafei ro bara merire jesu e ije bu kua kuraesino kuavo e ije fu e boeje karauniakiro ruaema ijene bietei,ro e eriudi fu uri fari fuone e erisa nafenoga fu uri fari fuone e matani nafei ro e matani fu uri fari fuone e jekafu nafenoga fu uri fari fuone e josofu bara merido baru ije nafei ro bara merire jesu e ije bu kua kuraesino kuavo e ije fu e boeje karauniakiro ruaema ijene biete
00656,0,99,3,areme e vua fuone fievo ije bu ijia sone una vua maeje vierafei bu ijia vierafero fu ma ire isiti ijadufuo kuaema bakiro bu fure e feresi ijiakiro e sejusibuo vame bu nijasiavo ije akariakiro kuaemoro bu ijiege vierafei,areme e vua fuone fievo ije bu ijia sone una vua maeje vierafei bu ijia vierafero fu ma ire isiti ijadufuo kuaema bakiro fu bure e feresi ijiakiro e sejusibuo vame bu nijasiavo ije akariakiro kuaemaro bu ijiege vierafei
00646,0,100,0,e gure ka isema renoekinu godi ma vierafevo baki gure jare ire sumiki be gakuae vierafei rove na vierafe nabe vame sumiki be rega ja gadufuo ro na vierafe name ire sumiki besu fu jona e godido vua vierafena kuaemo ije fuone rema ijieki be rega ja gakono kiae jesu fu ijiege kuaria areme fune e ije uniana vae,e gure ka isema renoekinu godi ma vierafevo baki gure jare ire sumiki be gakuae vierafei rove na vierafe nabe vame sumiki be rega ja gadufuo ro na vierafe name ire sumiki besu fu jona e godido vua vierafena kuaemo ije fuone rema ijieki be rega ja gakono kiae jesu fu ijiege kuaria areme fune e ije uniana vae
00670,0,99,1,areme fita fuka uri jesu umui kena va fue be kekena kuae e ireobo vua ije na vierafe aka isema kuae na vierafe godi fube ire ise ijieki ije kuaga fu one rekono kuae,areme fita fuka uri jesu umui kena va fuebe kekena kuae e ireobo vua ije na vierafe aka isema kuae na vierafe godi fube ire ise ijieki ije kuaga fu one rekono kuae
00660,0,100,0,bu ijiege kuaravoga jesu fu una kiae ro jaeje ja izege vierafevano kiae,bu ijiege kuaravoga jesu fu una kiae ro jaeje ja izege vierafevano kiae
00516,0,100,0,ro uije ije bu duena sakae ma ijia ariva ijeja e ije bu vua maeje fiena abe mukoreigia vierafevo ijene bu vua maeje fu oe buone ijia tavuana fo kiramoga buka uri vame maeje ma uruvana renoe ro e gue bu sibaneke uruvana reko gue bume sibaneke ijiege revo,ro uije ije bu duena sakae ma ijia ariva ijeja e ije bu vua maeje fiena abe mukoreigia vierafevo ijene bu vua maeje fu oe buone ijia tavuana fo kiramoga buka uri vame maeje ma uruvana renoe ro e gue bu sibaneke uruvana reko gue bume sibaneke ijiege revo
00506,0,100,0,ijadufuo maeje e ijiebuo nigofo ije buneka mukoe irufui ro adane bu vua fiedufuo ije buneka korubuo bijukuriae ro kuke niome buone ije buka nisuiva ijadufuo bu ire bino giavo baki,ijadufuo maeje e ijiebuo nigofo ije buneka mukoe irufui ro adane bu vua fiedufuo ije buneka korubuo bijukuriae ro kuke niome buone ije buka nisuiva ijadufuo bu ire bino giavo baki
00353,0,100,0,ro ja ijia ajia vaga bu ja oemarejiakinu kaenamiaga ni ifejiana baname isoena godi kuaga fu bu samuagiafo ro bu naebe ijiege ja oemarejiana kaenamiaga jade baname isoena godi kuaga fu bu samuagiamo,ro ja ijia ajia vaga bu ja oemarejiakinu kaenamiaga ni ifejiana baname isoena godi kuaga fu bu samuagiafo ro bu naebe ijiege ja oemarejiana kaenamiaga jade baname isoena godi kuaga fu bu samuagiamo
01106,0,98,3,bu vakuma ijia usiaevoga jesu fu urina kiae iviamuge e boeje jaka subina vagana na ja ijia arena vake ijadufuo maeje bune buki akae ijia ijiege isoena kuae,bu vakuma ijia usiaevoga jesu fu urina kiae ivia muge e boege jaka subinae vagana na ja ijia arena vake ijadufuo maeje bune buki akae ijia ijiege isoena kuae
01116,0,100,0,fu ijiege kuaria areme fune fuosukua sibaneke biona mumabo ijia tuana sakaedo ijia dijena baname isoe fu baname isoena kuae ate asoeno a vierafe fune marekuma ni vajae fiane ige na abekuvejo ije abe bio najane ro baga ni one vierafema ijia reno kuae,fu ijiege kuaria areme fune fuosukua sibaneke biona mumabo ijia tuana sakaedo ijia dijena baname isoe fu baname isoena kuae ate asoeno a vierafe fune marekuma ni vajae fiane ige na abekuvejo ije abe bio najane ro baga ni one vierafema ijia reno kuae
00057,0,98,6,fu vua niasianoekinu e ije kuariana kia vame jone ka ise ije ja mumaza renoejo ije arekiro una vame ma ijia kenoefo ijadufuo maeje maza ije godi fu e fuone ijiebuo oe ije samuagiadufuo ije funeka ivuake igirifikino kiae,fu vua nijasianoekinu e ije kuariana kiae vame jone ka ise ije ja mumaza renoejo ije arekiro una vame ma ijia kenoefo ijadufuo maeje maza ije godi fu e fuone ijiebuo oe ije samuagiadufuo ije funeka ivuake igifurekino kiae
00529,0,100,0,jesu vua fuone boeje fu e ije afuiva ije kuariaema ije bino fu naebe samadukua visuna kuariae ro vua boeje fuka ke mena kuariae,jesu vua fuone boeje fu e ije afuiva ije kuariaema ije bino fu naebe samadukua visuna kuariae ro vua boeje fuka ke mena kuariae
00539,0,100,0,bu e ijene kame are ise miane naeno ijia ifaejega bu ijia naona niraekinu ubae sakinamike,bu e ijene kame are ise miane naeno ijia ifaejega bu ijia naona niraekinu ubae sakinamike
00078,0,100,0,jesu fu va ae sao ijia ire atona oenoeko muge ro maza foti ijiege furikoga funeka vasia oe,jesu fu va ae sao ijia ire atona oenoeko muge ro maza foti ijiege furikoga funeka vasia oe
00100,0,99,1,jesu fune kaenamiana vakuma una kuke ino iviegi e jemisikiro joni e jebedido anafa ije giae e inokiro ije bu asoe buone zebedina vanage ijia karina ugie buone ije amaeriave,jesu fune kaenamiana vakuma una kuke ino iviegi e jemisikiro joni e zebedido anafa ije giae e inokiro ije bu asoe buone zebedina vanage ijia karina ugie buone ije amaeriave
00068,0,99,2,e ije fu rade ruakuma fure e ige ja kame atake fu kame atana eranebe bu vame ise ije arena una vame ma ijia kenoevo ije fu kena be uniake ro eranebe ja vame ise ijia kenoejo ije fu kena una miane ije maza boeje naena vako ijia korekono kiae,e ije fu rade ruakuma fure e ige ja kame atake fu kame atana erarebe bu vame ise ije arena una vame ma ijia kenoevo ije fu kena be uniake ro erarebe ja vame ise ijia kenoejo ije fu kena una miane ije maza boeje naena vako ijia korekono kiae
01139,0,100,1,areme e zinone ifaejevo ijiebuo e mamekanu ijiakina e mamekanu boeje koto fievo ije bune uri vua kufui bino jesusina kuaena rerei bu ijiege rerena gaga fu ise bino rejoega bu abena kurosi kanakuae bu ijiege rei,areme e zinone ifaejevo ijiebuo e mamekanu ijiakina e mamekanu boeje koto fievo ije bune uri vua kufui bino jesusina kuaena rerei bu ijiege rerena gaga fu ise bino rejoga bu abena kurosi kanakuae bu ijiege rei
01129,0,100,0,jesu fu ijiege kuarakoga e ani ije bune ijia usiaena jesu farena dabe toe,jesu fu ijiege kuarakoga e ani ije bune ijia usiaena jesu farena dabe toe
00661,0,100,0,areme e saemoni fita fu una kuae na vierafega aeje aka godi ije maza boeje ijia fivako ijadufuo fari e ije bu isuibe kuae fu ruakono kuaema ijeno kuae,areme e saemoni fita fu una kuae na vierafega aeje aka godi ije maza boeje ijia fivako ijadufuo fari e ije bu isuibe kuae fu ruakono kuaema ijeno kuae
00671,0,99,3,fu ijiege kuaramoga jesu fu una dakurena fita kuae setani garege vane na gaga aka i ije godi fu kiemo na mekiro ruaeva ijene bijukurame ijadufuo maeje vua ije a vierafena kuariemo ije fu godire vierafejaema baki ro vua ije ame ema are vierafena kuariemono kuae,fu ijiege kuaramoga jesu fu una dakudena fita kuae setani garege vane na gaga aka i ije godi fu kiemo na mekiro ruaeva ijene bijukurieme ijadufuo maeje vua ije a vierafena kuariemo ije fu godire vierafejaema baki ro vua ije ame ema are vierafena kuariemono kuae
00024,0,99,1,fu abe rove fu naebe fuosiki besu naekoga fu vakuma ame fuone amure ije bietei fu bietemoga josofu fu abe ive ina jesu kuae,fu abe rove fu naebe fuosiki besu naekoga fu vakuma ame fuone amure ije biete fu bietemoga josofu fu abe ive ina jesu kuae
00352,0,100,0,ro ja gire be ijia ajiakuva ni e ijia kariva ije mukoreigia anadiana oemarejiafo,ro ja gire be ijia ajiakuva ni e ijia kariva ije mukoreigia anadiana oemarejiafo
00342,0,98,4,ro kuke e saemoni e ije bu kua serotiano kuavo ijiakiro judasi e ije bu kua isikariotino kuavo e ije fu jesu abe una e ise revo ije miaema ijene kei,ro kuke saemoni e ije bu kua serotino kuavo ijiakiro judiasi e ije bu kua isikariotino kuavo e ije fu jesu abe una e ise revo ije miaema ijene kei
00507,0,100,0,ro bu naebe ijiege rekuva bu bitie bu vame maeje giakinu ro vua maeje fieke ro kuke bu nigofo samadirekuva bu bitie una mukoreigia vierafena none roga nare amaeriake,ro bu naebe ijiege rekuva bu bitie bu vame maeje giakinu ro vua maeje fieke ro kuke bu nigofo samadirekuva bu bitie una mukoreigia vierafena none roga nare amaeriake
01117,0,89,23,jesu fu ijiege baname isoema furi areme una ruo gake e vua fuone fievo inokubeke ije bune ni naoe ijadufuo fu uri fita kuae fita ja irerefuo ja naebe maza aokube uri ni nafaena naena karive,jesu fu ijiege baname isoema furi areme una ruogake e vua fuone fievo inokubeke ije bune ninaoe ijadufuo fu uri fita kuae fita ja irerefuo ni naove ja irerefuo ja naebe maza aokube uri ni nafaena naena karive
01107,0,100,0,bu e ije mave sifi samuagiamo ije kanaga mave sifi fuone bu dabe giegisana vakono kuae,bu e ije mave sifi samuagiamo ije kanaga mave sifi fuone bu dabe giegisana vakono kuae
00056,0,99,1,areme maza ijia joni e do ruoriamo ije fu sakae judia guove ae sao ijia uri zinuevena e ije bu fuone ruovo ije vua nijasiae,areme maza ijia joni e do ruoriamo ije fu sakae judia guove ae sao ijia uri zinuivena e ije bu fuone ruovo ije vua nijasiae
00538,0,100,0,maza ijia ema ijiebuo fari ige nare anera none ije kia bu aesakae boegia oenoeke bu godido e ije fu oe buone ije samuagiamo ijiebuo uve ijia oenoekinu ire ise ije bu e ijiebuo ma vierafevo ije arafiriavo ijiakiro e ije ise revo ije kame miane ijia koreke,maza ijia ema ijiebuo fari ige nare anera none ije kia bu aesakae boegia oenoeke bu godido e ije fu oe buone ije samuagiamo ijiebuo uve ijia oenoekinu ire ise ije bu e ijiebuo ma vierafevo ije arafiriavo ijiakiro e ije ise revo ije kame miane ijia koreke
00528,0,97,10,jesu fu ijiege kuaria areme una vua bedua mena ijiege kuariae iviama vame izege godi fu e fuone ijiebuo oe ije samuagiamo ije fuka ire isiti fu remo ijieki reke bara ije fu ire farava ireobo disi ijia usiama ire isiti isekube abe ijiakuma biemarona nijakuma farava ije fuka ma ireobo ufe urikono kiae,jesu fu ijiege kuaria areme una vua bedua mena ijiege kuariae fu kiae iviama vame izege godi fu e fuone ijiebuo oe ije samuagiamo ije fuka ire isiti fu remo ijiege reke bara ije fu ire farava ireobo disi ijia usiama ire isiti isekube abe ijiakuma biemarona nijakuma farava ije fuka ma ireobo ufe urikono kiae
00101,0,100,0,bu ijiege revo ijia jesu fu kumenoga e inokiro ije bune migegire uri vanage buone ijiakiro asoe buone ije ijia arena ari jesuna vae,bu ijiege revo ijia jesu fu kumenoga e inokiro ije bune migegire uri vanage buone ijiakiro asoe buone ije ijia arena ari jesuna vae
00079,0,100,0,fu vasia oema ijia setani fu kekena kuae a ma godido farikuma ni urina mune gure naovo ije kiaga bu una ire rega a ino kuae,fu vasia oema ijia setani fu kekena kuae a ma godido farikuma ni urina mune gure naovo ije kiaga bu una ire rega a ino kuae
01128,0,100,0,areme jesu fu urina kuae kaino ni migegire irere a vierafema ije reno kuae,areme jesu fu urina kuae kaino ni migegire irere a vierafema ije reno kuae
01138,0,100,0,bu jesu mesirina vakoga fita fu muma gamia giagiakinu nuvedia ruoma e zinone ifaejevo ijiebuo e ireobo ijadufuo ae makave ijia kekei fu ijia kekena aru va e ije juo karijo ijena ijia fina gia arega bu jesu abe izege rega fu giakiro,bu jesu mesirina vakoga fita fu muma gamia giagiakinu nuvedia ruoma e zinone ifaejevo ijiebuo e ireobo ijadufuo ae makave ijia kekei fu ijia kekena aru va e ije juo karijo ijena ijia fina gia arega bu jesu abe izege rega fu giakiro
01076,6,80,12,metiu tuenti sis,matiu
00380,0,99,1,ro kuke e be erare fu asoe ro asie ro fari ro kabae fuone ijene uruke oetuagaro na fume sibaneke oetuamo ije fu izege kuako nana jesudo aganeno kuaeke,ro kuke e be erare fu asoe ro asie ro fari ro kabae fuone ijene uruke oetuagaro na fume sibaneke oetuamo ije fu izege kuaeko nana jesudo aganeno kuaeke
00094,0,100,0,e ije bu vame ise titutema ijia karinoeva ije bu e ireobo ijadufuo sanaema fuone anuigi ije bune gae ro kuke e ije bu vame ise titutema ijia kenoeko kavene buone buneka oekuvejo ije budua bu sanaema ije bune gaevano kuae,e ije bu vame ise titutema ijia karinoeva ije bu e ireobo ijadufuo sanaema fuone anuigi ije bune gae ro kuke e ije bu vame ise titutema ijia kenoeko kavene buone buneka oekuvejo ije budua bu sanaema ije bune gaevano kuae
00084,0,100,0,fu ijiege kuaramoga jesu fu una kuae godido vua bu isuibe isoeva ijia fu kuke ijiege kuae jade e ireobo godi jone maeje abe biesirivono kuae,fu ijiege kuaramoga jesu fu una kuae godido vua bu isuibe isoeva ijia fu kuke ijiege kuae jade e ireobo godi jone maeje abe biesirivono kuae
00668,0,99,2,areme jesu fune ve ijia zinuevena uri fu baronedufuo ije fuka samadukua visuna e vua fuone fievo ije kuariae fu kia na vierafe naka jerusareme ijia e mamekanu nuvuone ro e akae nijasiavo ro e godi zinone ifaejevo ije kariva ijia vake,areme jesu fune ve ijia zinuivena uri fu baronedufuo ije fuka samadukua visuna e vua fuone fievo ije kuariae fu kiae na vierafe naka jerusareme ijia e mamekanu nuvuone ro e akae nijasiavo ro e godi zinone ifaejevo ije kariva ijia vake
00492,0,99,3,fu ijia fina giake buka e uruvana usiae dabe utifiravoga fu uri vanage be ijia namo ijia ajiae jesu fu ijia ajiana kiamoga bu dabe sibaneke biona do ijia nijavo fu fikoga e ije vaeva bu do irifo ijia irei,fu ijia fina giake buka e uruvana usiae dabe utikuravoga fu uri vanage be ijia namo ijia ajiae jesu fu ijia ajiana kiamoga bu abe sibaneke biona do ijia nijavo fu fikoga e ije vaeva bu do irifo ijia irei
00070,0,98,3,areme ve ijia joni fu ijiege renoeno ijia jesu fu are gareri ijia urina vakuma do jodani joni fu e do ruoriamo ijia kekei fu vierafe jonire fu do ruorakiro fu ijadufuo vae,areme ve ije joni fu ijiege renoeno ijia jesu fu are gareri ijia urina vakuma do jodeni joni fu e do ruoriamo ijia kekei fu vierafe jonire fu do ruorakiro fu ijadufuo vae
00060,0,100,0,joni fu ijiege renoenoga e boeje are jerusareme kariva abero aesakae judia kariva ije bu biona fuone ruae bu ijiege rekoga e are isesina do jodeni irifo ijia kariva ije bu vua fu kuaemo ije fiekuae ruae,joni fu ijiege renoenoga e boeje are jerusareme kariva abero aesakae judia kariva ije bu biona fuone ruae bu ijiege rekoga e are isesina do jodeni irifo ijia kariva ije bu vua fu kuaemo ije fiekuae ruae
01131,0,100,0,rove jesu fu una kuae eko sime one ije abena una suave fuone ijia abiesene ijadufuo maeje e ije erarebe bu sime buone ijia kena e kaniavo ije buka sime ijiebe una bu kaniadufuo,rove jesu fu una kuae eko sime one ije abena una suave fuone ijia abiesene ijadufuo maeje e ije erarebe bu sime buone ijia kena e kaniavo ije buka sime ijiebe una bu kaniadufuo
00543,0,99,2,e ije fu ire ije gamo fuka oemamoga fu una are ijia kekena sinuome fuone boeje karina una e guebuo fuaevei areme fune moni ijene kena una va e sakae kafare ije samuamo ije fuaevena fuone abei,e ije fu ire ije gamo fuka oemaemoga fu una are ijia kekena sinuome fuone boeje karina una e guebuo fuaeve areme fune moni ijene kena una va e sakae kafare ije samuamo ije fuaevena fuone abei
01121,0,100,0,ijadufuo fu ijia uniana una kuke va baname besu fu ude isoema ijiege una isoe,ijadufuo fu ijia uniana una kuke va baname besu fu ude isoema ijiege una isoe
00374,0,100,0,ro erare fu e niome ijia oenoekinu kuae nana jesudo aganeno kuaemo ije nase saove ijia asoe none ije kuako e ije fu e noneno kuake,ro erare fu e niome ijia oenoekinu kuae nana jesudo aganeno kuaemo ije nase saove ijia asoe none ije kuako e ije fu e noneno kuake
00364,0,100,0,jesu fu ijiege kuaria vakuma kia e ije fu sikuru remo ije fu e fuone fu nijaemo ije asima baki ro kuke e monifuo imeno baki ije fu e ireobo fuone ije asima baki,jesu fu ijiege kuaria vakuma kia e ije fu sikuru remo ije fu e fuone fu nijaemo ije asima baki ro kuke e monifuo imeno baki ije fu e ireobo fuone ije asima baki
01153,0,100,0,areme maza sibaneke furiko e gue ivuake ijia ireva ijiebe uri fita kuae no vierafe bara ije fuka ma kuaeme ijadufuo maeje no vierafega adua a e be fuosiki oenoeno ijene ro kuke itire one no fiega aka e be fuosiki oenoeno ijeno kuae,areme maza sibaneke furiko e gue ivuake ijia ireva ijiebe uri fita kuae no vierafe bara ije fuka ma kuaeme ijadufuo maeje no vierafega adua a e be fuosiki oenoeno ijene ro kuke itire one no fiega aka e be fuosiki oenoeno ijeno kuae
00521,0,99,2,ijadufuo e fuone imejo ije bu usiaena kuae e ireobo juare one aka uije maeje abe korei rove fiene nibe gure bu vame izege ijia tavuaevano kuae,ijadufuo e fuone imejo ije bu usiaena kuae e ireobo juare one aka uije maeje abe korei rove fiene nibe gure bu vame izege ijia tavuavono kuae
01143,0,100,0,fu ijiege kuaramoga jesu fu una gue kuae vua ije ane koro ijifureki kuaeme ijadufuo naeje na e ijene rove na ige kuariako ni fiene ivia igia una gafege vako ijia ema ijiebuo fari ige naeje na godi e daroki ijadufuo umui maeneke ijia fike ro rade na saove gufia una amite uve ijia ari roga ja giekono kiae,fu ijiege kuaramoga jesu fu una gue kuae vua ije ane koro ijifureki kuaeme ijadufuo naeje na e ijene rove na ige kuariako ni fiene ivia igia una gafege vako ijia ema ijiebuo fari ige naeje na godi e daroki ijadufuo umui maeneke ijia fike ro rade na saove gufia una amite uve ijia ari roga ja giekono kiae
00531,0,100,0,na vua maeje boeje sauiki ije godi fu iko ire boeje ige naebe amaeriaema ijia bu sauina naovo ije naka kuariana nijasiaga bu fiekono kuae,na vua maeje boeje sauiki ije godi fu iko ire boeje ige naebe amaeriaema ijia bu sauina naovo ije naka kuariana nijasiaga bu fiekono kuae
00012,1,98,5,ro e jerubabero fu uri fari fuone e abiudi nafenoga fu uri fari fuone e eraeakimi nafemoga fu uri fari fuone e ejo nafei ro ejo fu uri fari fuone e zedokoe nafenoga fu uri fari fuone e akimi nafenoga fu uri fari fuone e eriudi nafei,ro e zerubabero fu uri fari fuone e abiudi nafenoga fu uri fari fuone e eraeakimi nafenoga fu uri fari fuone e ezo nafei ro ezo fu uri fari fuone e zedoke nafenoga fu uri fari fuone e akimi nafenoga fu uri fari fuone e eriudi nafei
01092,0,100,0,areme maza ije bu burete ire isiti baki ifaejevo ijadufuo maza amure ije bu zinuivena ire idufuo ije fune ruae ijadufuo e ije jesudo vua fievo ije bune usiaena jesu kuae a vierafe no izia oefuo ire kanafuiga a iro fasova ije ikono kuae,areme maza ije bu burete ire isiti baki ifaejevo ijadufuo maza amure ije bu zinuivena ire idufuo ije fune ruae ijadufuo e ije jesudo vua fievo ije bune usiaena jesu kuae a vierafe no izia oefuo ire kanafuiga a iro fasova ije ikono kuae
01082,0,100,0,areme maza be jesu fune are beteni e saemoni e ije ire tatie igeki ije abena una maema ijadufuo are ijia fine,areme maza be jesu fune are beteni e saemoni e ije ire tatie igeki ije abena una maema ijadufuo are ijia fine
00497,0,99,1,ro uije gue bu duena fiene mibiamibiae uve ijia arivo fune fiene ijare tavuana uije maeje fune okuriae,ro uije gue bu duena fiene mibiamibia uve ijia arivo fune fiene ijare tavuana uije maeje fune okuriae
00556,0,100,0,bu ijiege kuaekinu kuaevo e ije fu josofu e are samo ijiakiro bara fuone meri e ije none giana vierafeva ijiebuo fari ro kuke fu e jemisikina josofu ro e saemonikiro judasi ijiebuo uvia,bu ijiege kuaekinu kuaevo e ije fu josofu e are samo ijiakiro bara fuone meri e ije none giana vierafeva ijiebuo fari ro kuke fu e jemisikina josofu ro e saemonikiro judasi ijiebuo uvia
01134,0,100,0,jesu fu ijiege kuaria areme una e boeje ruaeva ije kiae e gure jaja vierafero nanaka e kuriae na e kaniavo ijadufuo jaka simekina magu ije kena na okuriena toenamiekuae ruae na maza boeje naka e jiusi ijiebuo are bu baname isoevo ijia aruna vua nijasiavo rove ja naebe ijia aruna na toenamie,jesu fu ijiege kuaria areme una e boeje ruaeva ije kiae e gure jaja vierafero nanaka e kuriae na e kaniavo ijadufuo jaka simekina magu ije kena na okuriena toenamiekuae ruae na maza boeje naka e jiusi ijiebuo are bu baname isoevo ijia aruna vua nijasiavo rove ja naebe ijia aruna na toenamie
