line_number,'hamming', 'mlipns', 'levenshtein', 'damerau_levenshtein', 'jaro_winkler', 'jaro', 'strcmp95', 'smith_waterman', 'jaccard', 'sorensen_dice', 'tversky', 'overlap', 'tanimoto', 'cosine', 'monge_elkan', 'bag', 'lcsseq', 'lcsstr', 'ratcliff_obershelp', 'arith_ncd', 'rle_ncd', 'bwtrle_ncd', 'sqrt_ncd', 'entropy_ncd', 'bz2_ncd', 'lzma_ncd', 'zlib_ncd', 'mra', 'editex', 'prefix', 'postfix', 'length', 'identity', 'matrix', 'average',transcribed_text,source_text
01098,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.002061855670103, 1.0, 0.609375, 0.41421356237309526, 0.0, 0.26, 0.02531645569620253, 0.05434782608695652, 0, 0, 0, 0, 0, 0, 0, 0.12839160881842226,bu ijiege jesu kuaravoga fu una kiae ja gaga erare burete fuone ije abena nosiki disi guria abiemo e ijare na abena una e ani ije miake,bu ijiege jesu kuaravoga fu una kiae ja gaga erare burete fuone ije abena nosiki disi guria abiemo e ijare na abena una e ani ije miake
00008,164, 1, 2, 2, 0.07623274642735212, 0.12705457737892012, 0.07623274642735212, 2.0, 0.0049261083743842304, 0.0024691358024691024, 0.0049261083743842304, 0.0, 1.0071244344333814, 0.0024660949994652626, 1.995049504950495, 1, 2, 87, 0.007407407407407418, 1.0, 1.0, 0.484375, 0.41492070222339267, 5.335184181013706e-05, 0.1919191919191919, 0.056338028169014086, 0.11764705882352941, 0, 2, 164, 157, 1, 1, 1, 17.45791594698684,ro e soromoni fu uri fari fuone e reobome nafenoga fu uri fari fuone e abaeja nafei ro abaeja fu uri fari fuone e asa nafenoga asa fu uri fari fuone e jeosafati nafenoga fu uri fari fuone e jorame nafei,ro e soromoni fu uri fari fuone e reoboame nafenoga fu uri fari fuone e abaeja nafei ro abaeja fu uri fari fuone e asa nafenoga asa fu uri fari fuone e jeosofati nafenoga fu uri fari fuone e jorame nafei
00018,123, 1, 1, 1, 0.05979913916786228, 0.09966523194643706, 0.05979913916786228, 1.0, 0.004878048780487809, 0.0024449877750610804, 0.004878048780487809, 0.0, 1.0070547575339504, 0.00244200608710865, 1.9950980392156863, 1, 1, 83, 0.0024449877750610804, 1.0013513513513514, 1.0, 0.6144578313253012, 0.41470912292119, 0.0004650053379181064, 0.25, 0.04395604395604396, 0.08771929824561403, 0, 1, 123, 83, 1, 1, 1, 12.607387148216688,rove e josofu fuka e mado fu naebe una meri e ije fu fudiema ije mesirina dabe kuagadufuo ije fu naebe ijiege rei ijadufuo fume oe fuone ijia meri fu abedufuo ije fu mauike ijia arekiro fu ijiege vierafei,rove e josofu fuka e mado fu naebe una meri e ije fu fudiema ije mesirina dabe kuaegadufuo ije fu naebe ijiege rei ijadufuo fume oe fuone ijia meri fu abedufuo ije fu mauike ijia arekiro fu ijiege vierafei
01149,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.001572327044025, 1.0, 0.696969696969697, 0.41421356237309515, 0.0, 0.2796610169491525, 0.02197802197802198, 0.045454545454545456, 0, 0, 0, 0, 0, 0, 0, 0.13117203443436876,bu ijiege rekoga fita fu kaefasido are makave ijia fine areme bara be fu ijia imeno ijare keke gana kuae na vierafega adua a e be jesu e gareriko ijiaki oenoeno na gaevano kuae,bu ijiege rekoga fita fu kaefasido are makave ijia fine areme bara be fu ijia imeno ijare keke gana kuae na vierafega adua a e be jesu e gareriko ijiaki oenoeno na gaevano kuae
00381,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9953379953379954, 1.0, 0.6434782608695652, 0.41421356237309565, 0.0, 0.23404255319148937, 0.056338028169014086, 0.05952380952380952, 0, 0, 0, 0, 0, 0, 0, 0.1294980649842638,ro erare fu naebe na oetuana uri makae none ijia nuvediena isejavaenoeno e ije fuka naebe manido fu e vua none fiemo reke,ro erare fu naebe na oetuana uri makae none ijia nuvediena isejavaenoeno e ije fuka naebe manido fu e vua none fiemo reke
00338,6, 1, 6, 6, 0.24, 0.2666666666666666, 0.21300000000000008, 5.0, 0.6363636363636364, 0.4666666666666667, 0.6363636363636364, 0.19999999999999996, 2.4594316186372973, 0.434314575050762, 1.94, 6, 6, 7, 0.4666666666666667, 1.1428571428571428, 1.0, 0.9090909090909091, 0.6923439367161697, 0.1480355037459067, 0.25, 0.14814814814814814, 0.5, 5, 11, 9, 10, 5, 1, 1, 2.874998503146283,metiu teni,matiu
00669,57, 0, 1, 1, 0.025335290041172298, 0.04222548340195387, 0.025335290041172298, 1.0, 0.0045045045045044585, 0.0022573363431150906, 0.0045045045045044585, 0.0, 1.0065133069586742, 0.002254794300921903, 1.9954954954954955, 1, 1, 57, 0.0022573363431150906, 0.9975124378109452, 1.0, 0.5174129353233831, 0.41461930474779773, 0.0005909168087839331, 0.19708029197080293, 0.042105263157894736, 0.08870967741935484, 0, 1, 57, 166, 1, 1, 1, 10.363785710858046,na ijia vaga bu na dabe vame ise binobino ijia arafiriena vajae fiane vajiega naka vajae fiane urukeigia abena isejavaeke na isejavaena vakuma buka kaniega na baronearo mu inokubeke furike godi fu kiega na una urikono kiae,na ijia vaga bu na dabe vame ise binobino ijia arafiriena vajae fiane vajiega naka vajae fiane urukeigia abena isejavaeke na isejavaena vakuma buka kaniega na baronero mu inokubeke furike godi fu kiega na una urikono kiae
00085,1, 0, 1, 1, 0.006174993391488193, 0.010291655652480358, 0.006174993391488193, 1.0, 0.010204081632653073, 0.00512820512820511, 0.010204081632653073, 0.00512820512820511, 1.0147970019280805, 0.00512820512820511, 1.994871794871795, 1, 1, 52, 0.00512820512820511, 1.0, 1.0, 0.4425287356321839, 0.41471535111077146, 0.0004608577659833772, 0.22131147540983606, 0.02247191011235955, 0.08849557522123894, 0, 2, 144, 52, 0, 1, 1, 7.772447509654878,areme setani fune una kuke jesu mesirina uruo ma kamo ijia ajia vae bu ijia ajia usiaena setani fune uri are irore boege jesu nijae areme kuke uri ire ni mukore boeje sakae ijia naovo ijene nijae,areme setani fune una kuke jesu mesirina uruo ma kabo ijia ajia vae bu ijia ajia usiaena setani fune uri are irore boege jesu nijae areme kuke uri ire ni mukore boeje sakae ijia naovo ijene nijae
00095,1, 0, 1, 1, 0.0024324413284618762, 0.004054068880769868, 0.0019466113689476927, 1.0, 0.008064516129032251, 0.004048582995951455, 0.008064516129032251, 0.004048582995951455, 1.0116818050476353, 0.004048582995951455, 1.9959514170040487, 1, 1, 35, 0.004048582995951455, 0.9989094874591058, 1.0, 0.6100917431192661, 0.41422255727952245, 1.0493593435409472e-05, 0.23026315789473684, 0.037383177570093455, 0.07092198581560284, 0, 1, 213, 35, 0, 1, 1, 8.776770362076572,areme maza ijia jesu fune uri zinuevena e ije vua nijasiae fu nijasiakinu kiae maza ije godi fu oe jone ije samuagiadufuo ije funeka ivuareme ijadufuo oe ije ja ire ise binobino ume igadufuo vierafevo ije aregana una oe kuderiana godido ruano kiae,areme maza ijia jesu fune uri zinuivena e ije vua nijasiae fu nijasiakinu kiae maza ije godi fu oe jone ije samuagiadufuo ije funeka ivuareme ijadufuo oe ije ja ire ise binobino ume igadufuo vierafevo ije aregana una oe kuderiana godido ruano kiae
00061,1, 0, 1, 1, 0.007086834733893488, 0.011811391223155887, 0.005675070028011153, 1.0, 0.023255813953488413, 0.0117647058823529, 0.023255813953488413, 0.0117647058823529, 1.0339473319233377, 0.0117647058823529, 1.988235294117647, 1, 1, 19, 0.0117647058823529, 1.0032467532467533, 1.0, 0.7380952380952381, 0.4149108188327952, 0.0014796500651615358, 0.2631578947368421, 0.06349206349206349, 0.11764705882352941, 0, 1, 19, 67, 0, 1, 1, 3.551245760316318,bu biona ruakinu ise buone ije joni kuarakoga fu kaenamiana do jodani ijia do ruoriae,bu biona ruakinu ise buone ije joni kuarakoga fu kaenamiana do jodeni ijia do ruoriae
00071,39, 1, 1, 1, 0.027104401082466922, 0.04517400180411146, 0.027104401082466922, 1.0, 0.008403361344537785, 0.00421940928270037, 0.008403361344537785, 0.0, 1.0121747139461021, 0.004210545016938738, 1.9915966386554622, 1, 1, 39, 0.00421940928270037, 0.9833333333333333, 1.0, 0.5309734513274337, 0.41572497998817515, 0.0006674583669760729, 0.1978021978021978, 0.08695652173913043, 0.09876543209876543, 0, 1, 39, 81, 1, 1, 1, 6.307259812279354,fu vakoga joni fu urina kuae nana a do ruoradufuo ije na vierafe fuka naebe marei ro na vierafe are na do ruorieno kuae,fu vakoga joni fu urina kuae nana a do ruoradufuo ije na vierafe fuka naebe mare ro na vierafe are na do ruorieno kuae
00552,167, 1, 1, 1, 0.07522516861463702, 0.125375281024395, 0.07522516861463702, 1.0, 0.004566210045662156, 0.0022883295194507935, 0.004566210045662156, 0.0, 1.0066027348242472, 0.002285717274560617, 1.9954128440366972, 1, 1, 53, 0.0022883295194507935, 1.0025157232704403, 1.0, 0.5473684210526316, 0.414636822711106, 0.0005646870758014006, 0.24031007751937986, 0.021052631578947368, 0.08264462809917356, 0, 2, 167, 53, 1, 1, 1, 13.45890967602432,e ije fu gire fuone ijia sinuome fuone boeje iviaekoro isuiko ije fuka karina keke e boeje nijasiamo vame besu ijiege ro janika va e boeje godido vua maeje isuiko ijiakiro vua none iviaeko ije kena ufake nijasiano kiae,e ije fu gire fuone ijia sinuome fuone boeje iviaeko ro isuiko ije fuka karina keke e boeje nijasiamo vame besu ijiege ro janika va e boeje godido vua maeje isuiko ijiakiro vua none iviaeko ije kena ufake nijasiano kiae
01120,43, 1, 3, 3, 0.04737274220032839, 0.07895457033388065, 0.04737274220032839, 3.0, 0.03448275862068961, 0.01754385964912286, 0.03448275862068961, 0.0, 1.050626073069968, 0.01739263111896494, 1.9885057471264367, 3, 3, 45, 0.01754385964912286, 1.0198019801980198, 1.0, 0.7209302325581395, 0.41786597008878446, 0.003936578101891417, 0.273972602739726, 0.13114754098360656, 0.208955223880597, 0, 6, 45, 83, 3, 1, 1, 7.3562025844453025,fu ijiege baname isoema areme una kuke ruo gake e ije bune ka ninaokiamoga bune ni naoe,fu ijiege baname isoema areme una kuke ruogake e ije buneka ninaokiamoga bune ninaoe
00542,3, 0, 3, 3, 0.013103744138226903, 0.021839573563711467, 0.012643974023284321, 3.0, 0.01520912547528519, 0.007662835249042099, 0.01520912547528519, 0.007662835249042099, 1.0221107016057485, 0.007662835249042099, 1.996168582375479, 2, 2, 33, 0.007662835249042099, 0.9989572471324296, 1.0, 0.6359649122807017, 0.41432168802395797, 8.095882014852867e-05, 0.22435897435897437, 0.03669724770642202, 0.07692307692307693, 0, 4, 33, 231, 0, 1, 1, 9.573948243320556,jesu fu ijiege kuaria areme kiae godi izege fu e fuone ijiebuo oe ije fu samuagiamo ije fu ire gorodi be bu abena juare uve ijia mako runa nurieva ijieki bu abe nurievaga e be fu ijia juare menoena uri gorodi ije gana fune fuse abe sakae atana okurama ijia arei,jesu fu ijiege kuaria areme kiae godi izege fu e fuone ijiebuo oe ije fu samuagiamo ije fu ire gorodi be bu abena juare uve ijia mako runa nurieva ijieki bu abe nurievaga e be fu ijia juare menoena uri gorodi ije gana fune fuse una sakae atana okurama ijia arei
01130,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.632, 0.4142135623730951, 0.0, 0.2653061224489796, 0.025974025974025976, 0.05319148936170213, 0, 0, 0, 0, 0, 0, 0, 0.12913780000464126,ro e ije jesuna oenoevo be fune urina sime fuone ijare meruna dabe e be e ireobo zinone ifaejemo ijadufuo imeno ijadufuo adane ije kana daturae,ro e ije jesuna oenoevo be fune urina sime fuone ijare meruna dabe e be e ireobo zinone ifaejemo ijadufuo imeno ijadufuo adane ije kana daturae
00493,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0252100840336134, 1.0, 0.5081967213114754, 0.4142135623730948, 0.0, 0.1111111111111111, 0.03773584905660377, 0.10526315789473684, 0, 0, 0, 0, 0, 0, 0, 0.12358030840531278,areme fune urina vua fuone boeje fu kuariaema ije fuka ke mena kuariae,areme fune urina vua fuone boeje fu kuariaema ije fuka ke mena kuariae
01083,112, 1, 1, 1, 0.05090497737556565, 0.08484162895927605, 0.05090497737556565, 1.0, 0.004524886877828038, 0.0022675736961451642, 0.004524886877828038, 0.0, 1.006542845866772, 0.0022650085708270096, 1.995475113122172, 1, 1, 110, 0.0022675736961451642, 0.9975186104218362, 1.0, 0.5698924731182796, 0.4147439658268452, 0.00023763263921546088, 0.2440944881889764, 0.021505376344086023, 0.06611570247933884, 0, 1, 112, 110, 1, 1, 1, 13.544665521218727,jesu fu ijia fino ijia bara be fu ire udi mukore urimo bu kena moni mamekanu fuaevevo ije be sukore ijia usiaema abena fu fino ijia ruae fu ijia keke gake jesu fu ire inoga bara ije fu ire ije dabe nigofo fuone ijia usiae,jesu fu ijia fino ijia bara be fu ire udi mukore urimo bu kena moni mamekanu fuaevevo ije be sukore ijia usiama abena fu fino ijia ruae fu ijia keke gake jesu fu ire inoga bara ije fu ire ije dabe nigofo fuone ijia usiae
01093,105, 1, 2, 2, 0.03869691304371592, 0.0644948550728599, 0.03826910419775753, 2.0, 0.010638297872340385, 0.005347593582887722, 0.010638297872340385, 0.0035714285714285587, 1.015430040569606, 0.005346013366161362, 1.99644128113879, 2, 2, 105, 0.005347593582887722, 1.0, 1.0, 0.6129032258064516, 0.41463113530652407, 0.0002021351380409086, 0.25, 0.034782608695652174, 0.07142857142857142, 0, 2, 105, 178, 1, 1, 1, 15.164063796919,bu ijiege kuaravoga jesu fu una kiae ni va jerusareme ijia aruna e be fu na vierafema fu ijia fino ije gafo ja e ije gakuva ni kua e ireobo ije fu kume mazani none fune ivuaremia ijadufuo na vierafe na e vua none fievo ijena are one ijia iro fasova ije ikiro vierafevano kuano kiae,bu ijiege kuaravoga jesu fu una kiae ni va jerusareme ijia aruna e be fu na vierafema fu ijia fino ije gafo ja e ije gakuva ni kua e ireobo ije fu kume mazani none fune ivuareme ijadufuo na vierafe na e vua none fievo ijena are one ijia iro fasova ije ikiro vierafevano kuano kiae
00530,119, 1, 5, 5, 0.05570015835100406, 0.0928335972516735, 0.05570015835100406, 5.0, 0.025104602510460206, 0.012711864406779627, 0.025104602510460206, 0.004273504273504258, 1.0366806633264682, 0.01267640974871087, 1.995798319327731, 5, 5, 125, 0.012711864406779627, 1.0011534025374855, 1.0, 0.5671641791044776, 0.41643612758161336, 0.0007004365228677589, 0.19718309859154928, 0.04040404040404041, 0.09230769230769231, 0, 10, 132, 125, 4, 1, 1, 16.166018962397484,ijadufuo vua izege e asaea e godido vua vierafena kuaemo fu isuibe kuaema ije fune ijiakuma riarei ro vua ije fu kuaema ije fu ijiege isoe na e ije vua kuariakuva nabe vua ijiebuo maeje samadukua kuariakiro vua boeje naka ke mena kuariake,ijadufuo vua izege e asaea e godido vua vierafena kuaemo fu isuibe kuaema ije fune ijiakuma riarei ro vua fu kuaema ije bu ijiege isoe na e ije vua kuariakuva nabe vua ijiebuo maeje samadukua kuariakiro vua boeje naka ke mena kuariake
01142,35, 0, 1, 1, 0.011761189831581143, 0.019601983052635163, 0.011761189831581143, 1.0, 0.004184100418409997, 0.002096436058700246, 0.004184100418409997, 0.0, 1.006049044672805, 0.002094243136362084, 1.99581589958159, 1, 1, 35, 0.002096436058700246, 1.0068886337543055, 1.0, 0.5769230769230769, 0.4147475130839771, 0.00011656808690857266, 0.1888111888111888, 0.01904761904761905, 0.07462686567164178, 0, 2, 35, 205, 1, 1, 1, 9.59825900260116,fu ijiege kuaramoga jesu fu vua bino naebe una vegue kuarae ijadufuo fu una kuae nika godi ijia fivako ijadufuo ive ijia kurana vua maeje kuaruone a vierafega ane ma godido fari e ije fu ruakono kuaema ijiega ni ijiege kuaruo no fieno kuae,fu ijiege kuaramoga jesu fu vua bino naebe una vegue kuarae ijadufuo fu una kuae nika godi ijia fivako ijadufuo ive ijia kurana vua maeje kuaruone a vierafega ane ma godido fari e ije fu ruakono kuaema ijega ni ijiege kuaruo no fieno kuae
00520,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0085470085470085, 1.0, 0.5698924731182796, 0.4142135623730947, 0.0, 0.1728395061728395, 0.06557377049180328, 0.09859154929577464, 0, 0, 0, 0, 0, 0, 0, 0.12734287852937648,areme uije maeje fune tavuana ajia fo fuone maeje amaerimo ijia e bu ijia sone uri uije ise ijene giae,areme uije maeje fune tavuana ajia fo fuone maeje amaerimo ijia e bu ijia sone uri uije ise ijene giae
01152,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9952830188679245, 1.0, 0.7289719626168224, 0.4142135623730952, 0.0, 0.19101123595505617, 0.057971014492753624, 0.0875, 0, 0, 0, 0, 0, 0, 0, 0.13161619983251918,bara ije fu ijiege kuaemoga fita fu kuke una fena kiae na godi kuraedo e ije ja kuaevo ije naka naebe vierafevano kiae,bara ije fu ijiege kuaemoga fita fu kuke una fena kiae na godi kuraedo e ije ja kuaevo ije naka naebe vierafevano kiae
00365,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.00531208499336, 1.0, 0.7157894736842105, 0.4142135623730949, 0.0, 0.31007751937984496, 0.020618556701030927, 0.04878048780487805, 0, 0, 0, 0, 0, 0, 0, 0.1327879907334241,ijadufuo e ije fu sikuru remo ijiakiro e ije fu monifuo imeno baki ije bu e mamekanu buone matiana buenina kenoevo ije fune marei ro igia fie e ije na bu kie aeje a setani e kavene ise ijiebuo e ireobono kieve,ijadufuo e ije fu sikuru remo ijiakiro e ije fu monifuo imeno baki ije bu e mamekanu buone matiana buenina kenoevo ije fune marei ro igia fie e ije na bu kie aeje a setani e kavene ise ijiebuo e ireobono kieve
00375,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9977777777777778, 1.0, 0.6216216216216216, 0.4142135623730952, 0.0, 0.23076923076923078, 0.0, 0.060240963855421686, 0, 0, 0, 0, 0, 0, 0, 0.12719479871756315,ro erare fu e niome ijia na ijuonemo ije nase saove ijia asoe none ijadufuo nidua ijia kuako e ije fu e none bakino kuakono kiae,ro erare fu e niome ijia na ijuonemo ije nase saove ijia asoe none ijadufuo nidua ijia kuako e ije fu e none bakino kuakono kiae
00003,120, 1, 2, 2, 0.12024134410099319, 0.15030168012624145, 0.12024134410099319, 1.0, 0.014814814814814836, 0.007462686567164201, 0.014814814814814836, 0.0, 1.0215331615496412, 0.007435047372120307, 1.9924812030075187, 2, 2, 3, 0.007462686567164201, 0.996, 1.0, 0.5573770491803278, 0.4170569580231948, 0.0012316743345564755, 0.23, 0.05194805194805195, 0.08695652173913043, 2, 4, 133, 3, 2, 1, 1, 8.405804677595492,suare ige ijeja izege jesu kuraesido asaerafa ije bu e eburamedo ijia uinuvena ruoma e devidido ijia usiaena ruoma jesu bieteva ijene,suvuare ige ijeja izege jesu kuraesido asaerafa ije bu e eburamedo ijia uinuvena ruoma e devidido ijia usiaena ruoma jesu bieteva ijene
00013,1, 0, 1, 1, 0.0007142857142856673, 0.0011904761904761862, 0.0007142857142856673, 1.0, 0.0035714285714285587, 0.0017889087656529634, 0.0035714285714285587, 0.0, 1.0051617051157788, 0.0017873115269615436, 1.9964285714285714, 1, 1, 1, 0.0017889087656529634, 1.0009920634920635, 1.0, 0.4954545454545455, 0.41467690413417985, 6.107704531415871e-05, 0.16778523489932887, 0.020202020202020204, 0.05426356589147287, 0, 1, 1, 280, 1, 1, 1, 8.769710374161278,ro e eriudi fu uri fari fuone e erisa nafenoga fu uri fari fuone e matani nafei ro e matani fu uri fari fuone e jekafu nafenoga fu uri fari fuone e josofu bara merido baru ije nafei ro bara merire jesu e ije bu kua kuraesino kuavo e ije fu e boeje karauniakiro ruaema ijene bietei,ro e eriudi fu uri fari fuone e erisa nafenoga fu uri fari fuone e matani nafei ro e matani fu uri fari fuone e jekafu nafenoga fu uri fari fuone e josofu bara merido baru ije nafei ro bara merire jesu e ije bu kua kuraesino kuavo e ije fu e boeje karauniakiro ruaema ijene biete
00656,3, 0, 3, 3, 0.010083364752209834, 0.016805607920349686, 0.009535419546730317, 3.0, 0.009090909090909038, 0.004566210045662156, 0.009090909090909038, 0.004566210045662156, 1.0131753887477333, 0.004566210045662156, 1.995433789954338, 1, 3, 98, 0.013698630136986356, 0.9925280199252802, 1.0, 0.609375, 0.4144688755913319, 0.000527347446315871, 0.2608695652173913, 0.061855670103092786, 0.11382113821138211, 0, 5, 98, 198, 0, 1, 1, 12.457178184290353,areme e vua fuone fievo ije bu ijia sone una vua maeje vierafei bu ijia vierafero fu ma ire isiti ijadufuo kuaema bakiro bu fure e feresi ijiakiro e sejusibuo vame bu nijasiavo ije akariakiro kuaemoro bu ijiege vierafei,areme e vua fuone fievo ije bu ijia sone una vua maeje vierafei bu ijia vierafero fu ma ire isiti ijadufuo kuaema bakiro fu bure e feresi ijiakiro e sejusibuo vame bu nijasiavo ije akariakiro kuaemaro bu ijiege vierafei
00646,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9991181657848325, 1.0, 0.5675675675675675, 0.41421356237309487, 0.0, 0.19411764705882353, 0.017391304347826087, 0.05844155844155844, 0, 0, 0, 0, 0, 0, 0, 0.1250249942815795,e gure ka isema renoekinu godi ma vierafevo baki gure jare ire sumiki be gakuae vierafei rove na vierafe nabe vame sumiki be rega ja gadufuo ro na vierafe name ire sumiki besu fu jona e godido vua vierafena kuaemo ije fuone rema ijieki be rega ja gakono kiae jesu fu ijiege kuaria areme fune e ije uniana vae,e gure ka isema renoekinu godi ma vierafevo baki gure jare ire sumiki be gakuae vierafei rove na vierafe nabe vame sumiki be rega ja gadufuo ro na vierafe name ire sumiki besu fu jona e godido vua vierafena kuaemo ije fuone rema ijieki be rega ja gakono kiae jesu fu ijiege kuaria areme fune e ije uniana vae
00670,123, 1, 1, 1, 0.07361215023193168, 0.12268691705321955, 0.07361215023193168, 1.0, 0.0060975609756097615, 0.003058103975535187, 0.0060975609756097615, 0.0, 1.0088238503870062, 0.0030534422425693153, 1.9939024390243902, 1, 1, 42, 0.003058103975535187, 1.0051020408163265, 1.0, 0.60431654676259, 0.41474488499081524, 0.0008467687147848194, 0.26851851851851855, 0.024096385542168676, 0.09803921568627451, 0, 2, 123, 42, 1, 1, 1, 10.226754901179554,areme fita fuka uri jesu umui kena va fue be kekena kuae e ireobo vua ije na vierafe aka isema kuae na vierafe godi fube ire ise ijieki ije kuaga fu one rekono kuae,areme fita fuka uri jesu umui kena va fuebe kekena kuae e ireobo vua ije na vierafe aka isema kuae na vierafe godi fube ire ise ijieki ije kuaga fu one rekono kuae
00660,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.015748031496063, 1.0, 0.782608695652174, 0.41421356237309476, 0.0, 0.23529411764705882, 0.07272727272727272, 0.07936507936507936, 0, 0, 0, 0, 0, 0, 0, 0.13529284586061005,bu ijiege kuaravoga jesu fu una kiae ro jaeje ja izege vierafevano kiae,bu ijiege kuaravoga jesu fu una kiae ro jaeje ja izege vierafevano kiae
00516,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.588495575221239, 0.41421356237309476, 0.0, 0.23026315789473684, 0.01904761904761905, 0.0364963503649635, 0, 0, 0, 0, 0, 0, 0, 0.12613283132063688,ro uije ije bu duena sakae ma ijia ariva ijeja e ije bu vua maeje fiena abe mukoreigia vierafevo ijene bu vua maeje fu oe buone ijia tavuana fo kiramoga buka uri vame maeje ma uruvana renoe ro e gue bu sibaneke uruvana reko gue bume sibaneke ijiege revo,ro uije ije bu duena sakae ma ijia ariva ijeja e ije bu vua maeje fiena abe mukoreigia vierafevo ijene bu vua maeje fu oe buone ijia tavuana fo kiramoga buka uri vame maeje ma uruvana renoe ro e gue bu sibaneke uruvana reko gue bume sibaneke ijiege revo
00506,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0091324200913243, 1.0, 0.5897435897435898, 0.4142135623730949, 0.0, 0.20689655172413793, 0.02247191011235955, 0.045454545454545456, 0, 0, 0, 0, 0, 0, 0, 0.12611507586761916,ijadufuo maeje e ijiebuo nigofo ije buneka mukoe irufui ro adane bu vua fiedufuo ije buneka korubuo bijukuriae ro kuke niome buone ije buka nisuiva ijadufuo bu ire bino giavo baki,ijadufuo maeje e ijiebuo nigofo ije buneka mukoe irufui ro adane bu vua fiedufuo ije buneka korubuo bijukuriae ro kuke niome buone ije buka nisuiva ijadufuo bu ire bino giavo baki
00353,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.36470588235294116, 0.41421356237309487, 0.0, 0.20353982300884957, 0.02531645569620253, 0.05, 0, 0, 0, 0, 0, 0, 0, 0.11934634480679673,ro ja ijia ajia vaga bu ja oemarejiakinu kaenamiaga ni ifejiana baname isoena godi kuaga fu bu samuagiafo ro bu naebe ijiege ja oemarejiana kaenamiaga jade baname isoena godi kuaga fu bu samuagiamo,ro ja ijia ajia vaga bu ja oemarejiakinu kaenamiaga ni ifejiana baname isoena godi kuaga fu bu samuagiafo ro bu naebe ijiege ja oemarejiana kaenamiaga jade baname isoena godi kuaga fu bu samuagiamo
01106,99, 1, 3, 3, 0.06874834226796422, 0.11458057044660708, 0.06797907988867513, 3.0, 0.025316455696202556, 0.012820512820512775, 0.025316455696202556, 0.006451612903225823, 1.0369942074822016, 0.012800229908126792, 1.9935483870967743, 3, 3, 74, 0.012820512820512775, 1.0053763440860215, 1.0, 0.7482517482517482, 0.41616212367744665, 0.00039426464705457243, 0.32075471698113206, 0.09411764705882353, 0.16831683168316833, 0, 4, 109, 74, 2, 1, 1, 11.386198530688599,bu vakuma ijia usiaevoga jesu fu urina kiae iviamuge e boeje jaka subina vagana na ja ijia arena vake ijadufuo maeje bune buki akae ijia ijiege isoena kuae,bu vakuma ijia usiaevoga jesu fu urina kiae ivia muge e boege jaka subinae vagana na ja ijia arena vake ijadufuo maeje bune buki akae ijia ijiege isoena kuae
01116,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.5418502202643172, 0.41421356237309487, 0.0, 0.22, 0.018691588785046728, 0.04316546762589928, 0, 0, 0, 0, 0, 0, 0, 0.12464473056024582,fu ijiege kuaria areme fune fuosukua sibaneke biona mumabo ijia tuana sakaedo ijia dijena baname isoe fu baname isoena kuae ate asoeno a vierafe fune marekuma ni vajae fiane ige na abekuvejo ije abe bio najane ro baga ni one vierafema ijia reno kuae,fu ijiege kuaria areme fune fuosukua sibaneke biona mumabo ijia tuana sakaedo ijia dijena baname isoe fu baname isoena kuae ate asoeno a vierafe fune marekuma ni vajae fiane ige na abekuvejo ije abe bio najane ro baga ni one vierafema ijia reno kuae
