line_number,mra,difference,transcribed_text,source_text
02105,1,16,de 'ipahaino 'o wange moiuku naga 'o nyawa komanga ngoe yomatomuinoli 'o yesusoka ma sara manga ino mo duru koiwa ho 'o yesusu 'ona 'iwininiiki wa hokino 'unangino,de ipahaino o wange moiuku naga o nyawa ko manga ngoe yomatoomuinoli o yesusoka masara manga inomo duru ko iwa ho o yesusu ona iwinii niiki wahokino unangino
02243,0,10,de wokaya-kaya wosoboka de ahao o yesusu womalega ari hononga iwininikika de wotemo wato igoungu o na abe de manga tibi-tibioka duru ihuha yodadi ma jou ai kokawaha,de wokaya kaya wosoboka de ahao o yesusu womalega arihononga iwinii niikika de wotemo wato igoungu ona abe de manga tiwi tiwioka duru ihuha yodadi ma jou ai kokawaaha
02068,0,13,abe touna 'ai uru ma do-dofanga 'o yesaya wohitulihuku 'ai demo gea ma titi ngini na 'abe nima dokangeluku dika wato 'o nyawa na ngaro 'ato 'ihihoromati ngohino ma sara manga horomati ka manga uruoka dika de manga hiningaka duru ihiporetika,abe to una ai uru ma dodofanga o yesaya wohitulihuku ai demo gea ma titi ngini naa abe nimadokangeluku dika wato o nyawa naa ngaro ato ihihoromati ngohino masara manga horomati ka manga uruoka dika de manga hiningaka duru ihiporetika
02242,0,17,masaraka de gea woihene de duru ai hininga itafukuoka anga moi ai hininga duru ihuha ho ka o yesus wiporete de woikoka wolio anga moi touna ai kiahonanga duru kohangoe de' ioua gea wahidoaka o nyawaika,masara ka de gea woihene de duru ai himanga itafukuoka angamoi ai hininga duru ihuha ho ka o yesusu wiporete de woikoka wolio angamoi to una ai kiahonanga duru kohangoe de ko woigoua gea wahidotodoaka o nyawaika
02104,6,22,maruku pasala tu fange,8
02593,6,29,maruku pasalangimaide butanga,16
02069,4,20,barahaja dika 'abe yomahuba-huba ngohino 'anga moi ka 'o pareta 'o nyawaino dika 'abe yato-ba-dotoko ma saragea 'ihiromanga ato ma jou 'ai demo de 'ai do-dotoko 'o nyawaika,parahaja dika abe yomahuba huba ngohino angamoi ka o pareta o nyawaino dika abe yotobadotoko masara gea ihiromanga ato ma jou ai demo de ai dodotoko o nyawaika '
02256,0,22,de ma woraha gea o yesusu de iwininiki naga manga dodagi magoronaka abe yodoa o yerusalemie de o yesusu una wahihira-hira yangi moi de yahinoto ma sarao naduru yoheranga matiti una ai domo-roini holi la o yerusaleme ma kotaie woiki,de ma oraha gea o yesusu de iwinii niiki naga manga dodagi ma goronaka abe yodoa o yerusaleemiye de o yesusu una wahihira hira yangimoi de yahinooto masara ona duru yoheranga ma titi una ai domoroinohi la o yerusaleeme ma kotaiye woiki
01829,0,9,de ma moioli 'o yesusu woikoli 'o galilea ma kere ma ngooto ma datekika de naga 'o nyawa komanga ngoe yokokiboaino 'unangino ho yomatomuino 'unangoka de 'onangikali wadotoko,de ma moioli o yesusu woikoli o galilea ma akere ma ngooto ma datekika de naga o nyawa ko manga ngoe yokokiboaino unangino ho yomatoomuino unangoka de onangikali wadotoko
02110,0,6,de woleha o nangika wato ka naga niya roti muruo nohi de yopaluhuwato miya roti naga o gahumu tumidohi,de woleha onangika wato ga naga nia roti muruonohi de yopaluhu ato mia roti naga o gahumu tumidohi
02203,0,3,de una wotemohi onangika wato nako de ani giama ma hononga inihiatara la nako norehene ma jouino gea ani giama nafokoka dika anga moi koaho inihipoloka la idadi ani toba genangino la ahao namake o wowango kahiado-adonika,de una wotemohi onangika wato nako de ani giama ma hononga inihiatara la nako norehene ma jouino gea ani giama nafokoka dika angamoi koaho inihipoloka la idadi ani toba genangino la ahao namake o wowango ka hiado adonika
01815,0,2,ho o wange muruono naga ipahaikaka de o yesus wolioli o kapenaumu ma kapongika de o nyawa yoihene abe o yesus woboaka ho naga ma tauoka,ho o wange muruono naga ipahaikaka de o yesusu wolioli o kapenaumu ma kapongika de o nyawa yoihene abe o yesusu woboaka ho naga ma tauoka
02538,0,21,de ma dawangeino abe duru 'o ngoru-ngorumino de 'ona yotobaururusu 'o nyawa yongodumoka yomatomuinoka abe manga doomuoka gea naga 'o hidemo ma jouie manga hohidimono de 'ona abe yotoba-doto-dotoko musa iparetaino de 'o yahudi ma nyawa manga balu-baluhu 'ona ngoo mata-mata genangoka,de ma dawangeino abe duru o ngoru ngorumino de ona yotobauru urusu o nyawa yongodumoka yomatoomuinoka abe manga doomuoka gea naga o hidemo ma jouiye manga hohidimono de ona abe yotobadoto dotoko o musa ai paretaino de o yahudi ma nyawa manga balu baluhu onangoo mata mata genangoka
02281,0,11,ka de 'o bartimeusu manga demo woihene ka de dau de womakoie abe 'ai baju ihidatahumuku gea wau mouku ai dingioka de wodogunoaika dika wodogunoaika de womataiti woboa 'o yesusika,ka de o batimeusu manga demo woihene ka dau de womaokoiye abe ai baju ihidatahumuku gea waumouku ai dingiioka de wodogunoaika dika wodogunoaika de womataiti woboa o yesusika
02082,0,5,de o yesusu ahitararono wohigilagila o nangika hokona wato abe ihupu o nyawa manga hiningaino gea ena abe yahipeseke de yahihowono ma jouika,de o yesusu ai hitararono wohigila gila onangika hokonaa wato abe ihupu o nyawa manga hiningaino gea ena abe yahipeseke de yahihowono ma jouika
02414,0,12,masara gea mata-mata kamalifunu dika de kaidadi ho iketero abe ongofeka momatengo abe 'ami gahe itigioka ho hiadono ami pokoroka naga igoli-goli de inoino utuohi idogo ami kangela de gea imaketero abe nako utuohi itigi o dunia ma bobahaika utuohi idogo ma kangela,masara gea mata mata ka ma lifunu dika de ka idadi hohiketero abe o ngofeka momatengo abe ami gahe itigioka ho hiadono ami pokoroka naga igoli goli de ino ino de utuohi idogo ami kangela de gea imaketero abe nako utuohi itigi o dunia ma bobahaika utuohi idogo ma kangela
01939,2,14,de' hokogenango abe ma orahana ma jou wahikoano nyawa abe hatoli yohutulu dika ma sara ikaika de duru yodogo-dogo abe una kaidadi wahikoano ai nyawa komanga ngoeika hokogea o yesusu ahi ketero,de hokogenangoo abe ma oraha naa ma jou wahikoano o nyawa abe hatoli yohutulu dika masara ika ika de duru yodogo dogo abe una ka idadi wahikoano ai nyawa ko manga ngoeika hokogea o yesusu ai hiketero
02428,0,17,abe maoraha gea duru o kangela de o huha ma ngoe nia ohana de ngaro mata-mataika ma sara ka ma oraha gena ngohi ma kokangela ilago-agomo abe duru madodihiraka abe ma jou wotobatulada kahiadono ma orahana koiwahi ma kangela hokogea ma amoko de makangela-gea ahao ipahaino de duru koiwakau hokogea ma kokangela idadi kahiado-adonika,abe ma oraha gea duru o kangela de o huha ma ngoe niaohana de ngaro mata mataika masara ka ma oraha genangohi ma kokangela ilago agomo abe duru ma dodihiraka abe ma jou wotobatulaada ka hiadono ma oraha naa ko iwahi ma kangela hokogea ma amoko de ma kangela gea ahao ipahaino de duru ko iwakau hokogea ma kokangela idadi ka hiado adonika
01905,0,5,de o bibiti ma gogireyaka wohibarihi de utu ipuraraha ka ma ngekomuku de o totalewo ibowayino de aolomoka,de o bibiti ma gogiriaka wohibarihi de utu ipuraraha ka ma ngekomuku de o totaleo iboaino de aolomoka
01911,0,15,de o nyawaika gea wadotoko ipaha de aho yowoe-woe yosobo de ma houka 'o nangokahi abe 'iwininiki yangi moi de yahinoto de utuoli abe 'iwitobaniki ho gea ka o nangokahi dika naga unangoka de iwileha o yesusika ma titi ma hiketero ma ade-ade abe wadotokoka,de o nyawaika gea wadotoko ipaha de ahao yowoe woe yosobo de ma hou ka onangokahi abe iwinii niiki yangimoi de yahinooto de utuoli abe iwitobaniiki ho gea ka onangokahi dika naga unangoka de iwileha o yesusika ma titi ma hiketero ma ade ade abe wadotokoka
01864,1,9,de 'o farisi ma nyawa genangoka ka de gea idadi de yohupuoka de yoiki 'o herodese 'ai do-doomuika de ahaoma doomu hinoto gea ona yomahikagaro la 'ato yesusu iwitoma,de o farisi ma nyawa genangoka ka de gea idadi de yohupuoka de yoiki o herodese ai dodoomuika de ahao ma doomu hinooto gea ona yomahikagaro la ato o yesusu iwitoma
02030,0,0,watobiki ibooto de o dodaiuku wonoauku de wao o ngofekaika de womihidoaka de muna gea momihidoakoli ngomi memeika,watobiki ibooto de o dodaiuku wonoauku de wao o ngofekaika de womihidoaka de muna gea momihidoakoli ngomi memeika
02024,0,5,de ahao o ngo herodiasa ngomiora moboa de moselo-selo manga himahimangoka de duru mahisanangi o herodese de ai dodiawo genangoka de o herodese wotemo munangika wato o kia dika nomagahoko ngohino gia de ahao kaidadi tonihidoaka,de ahao o ngo herodiasa ngomi ora moboa de moselo selo manga hima himangoka de duru mahisanangi o herodese de ai dodiawo genangoka de o herodese wotemo munangika wato o kia dika nomagahoko ngohino gea de ahao ka idadi tonihidoaka
01870,0,6,de igoungu ona komanga ngoe abe de manga popanyakeoka yomahiefoto o yesusika la ato iwiso unangika anga moi ihiorikoka naga o nyawa komanga ngoe wahitogumu manga popanyakeino,de igoungu ona ko manga ngoe abe de manga popanyakeoka yomahiefoto o yesusika la ato iwiso unangika angamoi ihiorikoka naga o nyawa ko manga ngoe wahitogumokau manga popanyakeino
02161,0,9,ka de yoihene ma ilingi gea de yomalega ari honongaika ma sara ka o yesus okahi iwimake anga moi o elia de o musa ka iaho ko ya makeokaua ho o yesusu dika nagahi,ka de yoihene ma ilingi gea de yomalega arihonongaika masara ka o yesusokahi iwimake angamoi o elia de o musa ka aiaho ko yakokimakeokaua ho o yesusu dika nagahi
01858,2,13,de ma moiuku 'abeohiaini ma wangeoka de 'o yesusu wowoha moli 'o do-dotoko ma tauika de naga womatengo genangoka 'ai giama ma hononga 'iheluku,1 2 de ma moiuku abe o hiaini ma wangeoka de o yesusu wowohamoli o dodotoko ma tauika de naga womatengo genangoka ai giama ma hononga iheluku
02018,3,12,ma sara o herodese aeriaka abe aeromanga o filipusu 'una naga ka wowangohi ho tanu ma oraha o herodese vahuloko la ivitaoko o yohanese gea to munangino dika ami mau vaniki,masara o herodese ai riaka abe ai romanga o filipusu una naga ka wowangohi ho tanu ma oraha o herodese wahuloko la iwitaoko o yohanese gea to munaino dika ami mau waniiki
02175,0,9,de ahao aibabayika o yesusu wileha wato hona kafuruono iwidubuku de wato na una ka ayetetekohi de iwidubukoka ka hiadono ma wange na ka iwihikangelahi,de ahao ai babaika o yesusu wileha wato ho naa ka furuono iwidubuku de wato naa una ka ai etetekohi de iwidubukoka ka hiadono ma wange naa ka iwihikangelahi
01960,0,16,de naga genangoka 'o de duru 'idu-du-duono koha ngoe abe mata-mata ngade-ngade 'o dutu 'o sanahinoto ma ngoe de ma ode-gea 'o loku ma bakaino naga 'itimiono genangoka,de naga genangoka o ode duru idoduduono kohangoe abe mata mata ngade ngade o dutu o sana hinooto ma ngoe de ma ode gea o loku ma bakaino naga itimiono genangoka
01770,2,4,hoka de o yesus o akeroka de wofarenie de duru ka itodokanino wamake o horoga ifelenga de ma jou o womaha wouti o yesusuku hoka o totaleo o namodara,ho ka de o yesusu o akeroka de wofareniye de duru ka itodokanino wamake o horoga ifelenga de ma jou o womaha wouti o yesusuku hoka o totaleo o namodaara
01764,0,18,de gea naga 'o nyawa duru komanga ngoe yoboa 'o yohanesino abe utu 'o yudea ma tonakoka naga manga ngi homoi-homoiino 'ona yokokiboa 'o yohanesino de abe yogogere 'o yerusaleme ma kotaka ma 'ona ngo gea mata-mata yokokiboaino 'o yohanesino de 'ona abe manga howono yomangaku gea 'o yohanese waohiki 'o yorodani ma keruku,de gea naga o nyawa duru ko manga ngoe yoboa o yohanesino abe utu o yudea ma tonakoka naga manga ngi homoi homoiino ona yokokiboa o yohanesino de abe yogogere o yerusaleeme ma kotaka ma onangoo gea mata mata yokokiboaino o yohanesino de ona abe manga howono yomangaku gea o yohanese waohiki o yorodani ma akeruku
01974,0,4,ho o yairusu wotemo hokogea de o yesusu ka winiki unangika winiki unangika masara o nyawa komanga ngoe iwiniki o yesusu de ona duru yomahiefotika unangika,ho o yairusu wotemo hokogea de o yesusu ka winiiki unangika winiiki unangika masara o nyawa ko manga ngoe iwiniiki o yesusu de ona duru yomahiefotika unangika
01758,0,3,abe madiheraino gea de ma jou wihiakunu ai nyawa womatengo o yesaya la kaidadi wohitulihuku ma jou ai demo de naga moi ma jou ai demoka abe witemo to una ai ngofaka o yesusika de wihitararono unangika ma titi o yohanese de gea ai demo hamake o yesaya ai bukuoka,abe ma dihiraino gea de ma jou wihiakunu ai nyawa womatengo o yesaya la ka idadi wohitulihuku ma jou ai demo de naga moi ma jou ai demoka abe witemo to una ai ngofaka o yesusika de wihitararono unangika ma titi o yohanese de gea ai demo hamake o yesaya ai bukuoka
01989,0,8,yowohamika de 'o yesusu womisoo 'ami giamika de wotemo munangika de to 'una 'ai demo wato talita kum 'abe naga de ma titi hokona ngofeka ngona na nomomikoka,yowohamika de o yesusu womiso ami giamika de wotemo munangika de to una ai demo wato talita kum abe naga de ma titi hokonaa ngofeka ngona naa nomomikoka
01962,1,26,ho 'o yesus wato nako hokogea nihupuoka ho 'ikokihupuoka 'o nyawaino gea de 'ikokiloiki de yokokibarene 'o deikali ma saraka de 'o toka-tokata gea yokokibarenoka 'o deikali de 'o odekea 'imapopaata 'o bakoruku de 'imakokingumo 'o akere ma ngo tuku hiadono 'akokilutuoka,ho o yesusu wato nako gea nihupuoka ho ikokihupuoka o nyawaino gea de ikokiloiki de yokokibarene o odeikali masara ka de o toka tokata gea yokokibarenoka o odeikali de o ode gea imapopaata o bakoruku de imakokingumo o akere ma ngootuku hiadono akokilutuoka
01976,0,11,de muna gea migihene matiti 'o yesusu abe wahitogumu manga ngoe manga popanyakeino ho muna moboa 'o nyawa manga ngoeino de 'o yesusu 'ai bajuiha ma so anga moi momate mo mato ngaro ka 'ai baju dika taso ma kai dadi totogumu ahi kangelaino,de muna gea migihene ma titi o yesusu abe wahitogumu manga ngoe manga popanyakeino ho muna moboa o nyawa manga ngoeino de o yesusu ai bajuiha maso angamoi momatemo mato ngaro ka ai baju dika taso ma ka idadi totogumu ahi kangelaino
01766,2,11,de' o yohanese wahingahu-ngahu o nyawaika wato ahaonaga womatengo woboa wohihidoduruino de' ka una ngohi woputurungu ho ngaro ngohi todadi o gilaongo abe totoba-hupu-huputu o nyawa manga sandala ma nako to una gea ai sandala ngohi na kotadadiua tahuputu,de o yohanese wahingahu ngahu o nyawaika wato ahao naga womatengo woboa wohihidoduruino de ka unangohi woputurungu ho ngaro ngohi todadi o gilaongo abe totobahupu huputu o nyawa manga sandaala ma nako to una gea ai sandaala ngohi naa ko tadadiua tahuputu
02618,2,8,de' nanga baluhui dodutu o yesus hokogea wahibehehongo de ahao iwigoraka daku o horogaie de daku o horogaka de o yesusu wogogeruku ma jou o baba anirakoka la yomakutuono yahikoano mata-mataika,de nanga baluhu idodutu o yesusu hokogea wahibehehongo de ahao iwigoraka daku o horogaiye de daku o horogaka de o yesusu wogogeruku ma jou o baba ai nirakoka la yomakutuono yahikoano mata mataika
01899,0,7,wotemo hokogea de ahao womalega arihonongaika onangika abe naga yogogere iwihigilolitino de wato ngini na tinihiromanga abe tongohi ngohi-meme de ngini na tongohi ahi dododoto,wotemo hokogea de ahao womalega arihonongaika onangika abe naga yogogere iwihigilolitino de wato ngini naa tinihiromanga abe to ngohi ngohi meme de ngini naa to ngohi ahi doo dodoto
02163,2,10,hogea o yesusu ai beheho ngonangika iwihingounu hiadono ai demo ka a gogono dika manga hiningaka ma sara ona yaruange dika yomakokeleha ato ka okia ma titi gea wotemo abe wato womomikokali aihonengino,ho gea o yesusu ai behehongo onangika iwihingounu hiadono ai demo ka agogono dika manga hiningaka masara ona yaruange dika yomakokeleha ato ka o kia ma titi gea wotemo abe wato womomikoli ai honengino
02177,1,9,de 'o yesusu wato mode ngona nohileha nato nako ngona ka nakunu anga moi okiadika 'o nyawa yomagahoko ma joino gea mata-mata ka wakunu wodiai iti 'o nyawa gea iwingaku 'unangika,de o yesusu wato mode ngona nohileha nato nako ngona ka nakunu angamoi o kia dika o nyawa yomagahoko ma jouino gea mata mata ka wakunu wodiai iti o nyawa gea iwingaku unangika
01866,2,19,de 'o yesusu de 'iwiniiniiki 'ona yosobo yanoaika ma ngii gea de yoikoli 'o akere ma ngotikali de naga 'o galilea ma nyawa duru komanga ngoe yoboaino de 'iwiniiki 'unangika hiadono yomakutuono yomakiniiki de naga 'o nyawa 'utuoli komanga ngoe yoboaino 'o yesusino,7 8 de o yesusu de iwinii niiki ona yosobo yanoaika ma ngi gea de yoikoli o akere ma ngootikali de naga o galilea ma nyawa duru ko manga ngoe yoboaino de iwiniiki unangika hiadono yomakutuono yomakiniiki de naga o nyawa utuoli ko manga ngoe yoboaino o yesusino
01872,2,9,ma sara 'o yesus duru wataaere 'onangika wato koidadiuwa ngini niade-ade 'o nyawaika ma titi ngohi,masara o yesusu duru wataere onangika wato ko idadiua ngini niade ade o nyawaika ma titi ngohi
02026,1,11,de wohibehehongo iboto de ahao muna mohupu de moleha ngomi memeika mato meme houna okia tomagahoko de muna mopaluhu mato kouwa abe kiani nogahoko gea 'o yohanese woto baohiohiki 'una gea nogahoko to'una 'ai pea,de wohibehehongo ibooto de ahao muna mohupu de moleha ngomi memeika mato meme ho naa o kia tomagahoko de muna mopaluhu mato koua abe kiani nogahoko gea o yohanese wotobaohi ohiki una gea nogahoko to una ai pea
01907,2,7,ma saraka de yodihiwara de o bibitigea ama ai hoi ikoki moraaka anga moi ko imahingutukua,masara ka de yodihiwara de o bibiti gea amaai ho ikokimoraaka angamoi ko imahingutukua
01913,2,16,ma sara ona abe nagahi ma poretoka abe matiti koyoboauwahi ma jouino ho koyodadi wahi to 'una 'ai nyawa ona gea ma jou wato borotaua de ona ihioriki abe matiti hokokia ai nyawaika wahi koano de gea ena matiti iadono ngohi tadotoko de 'o hiketero ma ade-ade dika katobapake,masara ona abe nagahi ma poretoka abe ma titi ko yoboauahi ma jouino ho ko yodadiuahi to una ai nyawa ona gea ma jou wato borotaua de ona ihioriki abe ma titi hokokia ai nyawaika wahikoano de gea ena ma titi hiadono ngohi tadotoko de o hiketero ma ade ade dika tatobapake
02416,0,6,de nagali ahao o gogubernuru de o kokoano manga himahimangoka kiani nimakoie ma titi nihiniki ngohi de gea kaidadi nimahingahu onangika ma titi nia ngongaku ngohino,de nagali ahao o gogubernuuru de o kokoano manga hima himangoka kiani nimaokoiye ma titi nihiniiki ngohi de gea ka idadi nimahingahu onangika ma titi nia ngongaku ngohino
02402,0,15,de ipaha de o yesusu de wininiki ma jou aitau ma loaka de yosobo de womatengo iwininikino witemo wato guru abeika ma hohailoa ma tau mata-matana abe hohidefetongo ma jou aitau de abeika o hakaru hokogea ma goagomo abe genangino yodiai ma jou aitau duru ma rorahai,de ipaha de o yesusu de iwinii niiki ma jou ai tau ma loaka de yosobo de womatengo iwinii niikino witemo wato guru abeika ma hohailoa ma tau mata mata naa abe hohidefetongo ma jou ai tau de abeika o hakaru hokogea ma ago agomo abe genangino yodiai ma jou ai tau duru ma rorahai
02094,3,8,hoko gea motemo ho womipaluhu wato duru nagoungu de ma ngale ani bobaluhu gea ho ngonao kaidadi toniduhunu ho na ngohi tonihingahu abe ma oraha na naga de tohititokoka ma tokata gea ho kaidadi noliohi de nomitutumohi ngoniora,hokogea motemo ho womipaluhu wato duru nagoungu de mangale ani bobaluhu gea ho ngonaoo ka idadi toniduhunu ho naa ngohi tonihingahu abe ma oraha naa naga de tohititokoka ma tokata gea ho ka idadi noliohi de nomitutumohi ngoni ora
02080,0,11,de o yesus wopaluhu onangika wato mode nginio konihiorikua ahidodotoko gea ma titi konihiorikuahi abe o kia-kiaka dika ma hoanino de iwohamika o nyawa manga badangoka de ko genanginoua ma titi hiadono ona yopeseke ma jou ahimangoka,de o yesusu wapaluhu onangika wato mode nginioo ko nihiorikua ahi dodotoko gea ma titi ko nihiorikuahi abe o kia kia dika ma hoanino de iwohamika o nyawa manga badangoka de ko genanginoua ma titi hiadono ona yopeseke ma jou ai himangoka
02283,0,11,de o yesus wipaluhu ato na kaidadi nolio anga moi inihitogumoka ma titi ani ngo-ngakuino de ka de o yesusu ai demo ipaata aiuruino de una gea womahiorikoka de ahao unango winikoka o yesus abe yotagi-tagi ma ngekomoka,de o yesusu wipaluhu wato naa ka idadi nolio angamoi inihitogumoka ma titi ani ngongakuino de ka de o yesusu ai demo ipaata ai uruino de una gea womahiorikoka de ahao unangoo winiikoka o yesusu abe yotagi tagi ma ngekomoka
01809,6,10,de wotogumoka de aha o yesusu wihidingoto ma nauru geala woikohi de' womahimatoko womatengoika abe wodadi manga hidemo ma jouie,43 44 de wotogumoka de ahao o yesusu wihidingoto ma nauru gea la woikohi de womahimatoko womatengoika abe wodadi manga hidemo ma jouiye
01817,0,11,de ma abari gea yoihenino ho naga manga ngoe yoboa yomatomuino ma tauoka gea ho hiadono yodokemoka o tau ma goronaka de kaikoiwaka ma ngi de hiadono yodefotoka 'o tau ma ngoranoka ka hiadono ma poretoko de o yesus wadotoko o nyawa manga ngoeika gea ma jou ai demo-demoino,de ma abari gea yoihenino ho naga manga ngoe yoboa yomatoomuino ma tauoka gea ho hiadono yodokemoka o tau ma goronaka de ko iwaka ma ngi de hiadono yodeefotoka o tau ma ngorana ka hiadono ma poretoko de o yesusu wadotoko o nyawa manga ngoeika gea ma jou ai demo demoino
02268,0,3,de manga gogahoko gea manga dodiawo yangi moi yoihene de duru yahininga kuranga 'o yakobusu de 'o yohanesika,de manga gogahoko gea manga dodiawo yangimoi yoihene de duru yahininga kuranga o yakobusu de o yohanesika
02201,0,11,masara nako 'o nyawa 'ihingakuoka ngohino ngaro 'ona gea ka yotipokouku dika masara 'ona gona dika abe yahiatara la hiadono 'ihingaku-ngaku yorehene ma jouino 'ona yahiatatara 'ona gea duru ma jou wahohowono,masara nako o nyawa ihingakuoka ngohino ngaro ona gea ka yotipokouku dika masara onagona dika abe yahiatara la hiadono ihingaku ngaku yorehene ma jouino ona yahiata atara ona gea duru ma jou wahohowono
02106,3,16,wa hokino de wotemo 'onangika wato ngohi 'ahiningaka de tamao aahi dora ma hioko duru 'itagi 'o nyawa manga ngoeika na anga moi 'ona naga de de ngohi 'o futu hangeino de manga inomo duru koiwaka,wahokino de wotemo onangika wato ngohi ahi hiningaka de tamao ahi dora ma hiokoo duru itagi o nyawa manga ngoeika naa angamoi ona naga de de ngohi o futu hangeinoo de manga inomo duru ko iwaka
02240,2,6,ma saraka de woihene ai demo-gea de o yesusu widamanoka de duru widora 'unangika howotemoli wato bowahu moiokahi kiani nodogo la ani hingounu hatoli ingodumu,masara ka de woihene ai demo gea de o yesusu widamaanoka de duru widora unangika ho wotemoli wato bowahu moiokahi kiani nodogo la ani hingounu hatoli ingodumu
02112,0,7,de ona ngoka nagao o nawoko ma hohumuduru muruono naga ho ena ngo wohitarimakase ma jou ie de ahao wahuloko la ona yahikodoku o nyawa mata-mataika ma nawoko gea,de onangoka nagaoo o nawoko ma hohumuduru muruono naga ho enangoo wohitarimakase ma jouiye de ahao wahuloko la ona yahikodoku o nyawa mata mataika ma nawoko gea
02254,1,12,de o nyawa utuoli naga manga ngoe abe ma oraha na ona kayotipokokuohi ma sara aho ma jou wagoraka onagea la manga gogere ikurutie o horogaka hokogea o yesus aihingahu ma demo iwininikika,de o nyawa utuoli naga manga ngoe abe ma oraha naa ona ka yotipokoukuohi masara ahao ma jou wagoraka ona gea la manga gogere ikurutiye o horogaka hokogea o yesusu ai hingahu ma demo iwinii niikika
02113,2,5,hogea o nyawa mata-mata yolomo kahiadono yakokipunuhoka yolomo ibooto de ahao o inomo ma hou yagorakino de yonoa o tupa ma agoagomuku de yagoraka ipaha de naga ma tupa ma gahumu tumidi aomangie de manga inomo ma hou,ho gea o nyawa mata mata yolomo ka hiadono yakokipunuhoka yolomo ibooto de ahao o inomo ma hou yagorakino de yonoa o tupa ma ago agomuku de yagoraka ipaha de naga ma tupa ma gahumu tumidi aomangiye de manga inomo ma hou
02241,0,6,hokona nodiai noiki nolio ani tauika naika de ani kiahonanga nakokifukunoka mata-mata de naga ani tiwi ahao nahidoaka naga abe o nyawa yohuhuhaika gia nahidoaka onangika la ngona ahao nokaya o horogaka ho ani kiahonanga nakokifukunoka de' ahao nolioli ngohino la nohiniki ngohi,hokonaa nodiai noiki nolio ani tauika naika de ani kiahonanga nakokifukunoka mata mata de naga ani tiwi ahao nahidoaka naga abe o nyawa yohu huhaika gea nahidoaka onangika la ngona ahao nokaya o horogaka ho ani kiahonanga nakokifukunoka de ahao nolioli ngohino la nohiniiki ngohi
02269,2,23,de' ahao o yesus iwininiki yangi moi de yahinoto wahokino de wahitiari onangika la ufa yokadatoro ma gogogere-gea wahitiari wato ngini na ufa nimagoraka abe ufa nimaduru hoka onangoli abe ko yahudi manyawaua gea nihiorikoka hokokia abe onagea yahipareta manga kokawahaika,42 43 de ahao o yesusu iwinii niiki yangimoi de yahinooto wahokino de wahitiari onangika la ufa yokadatoro ma gogere gea wahitiari wato ngini naa ufa nimagoraka abe ufa nimaaduru hoka onangoli abe ko o yahudi ma nyawaua gea nihiorikoka hokokia abe ona gea yahipareta manga kokawaahaika
02200,0,7,de o yesusu una kawodotokohi wato de nako o nagona dika iniduhunu nginika ngaro hoka o akere o mangko moi dika inihidoaka ma nako gea nihioriki ngini nihiniki ngohi o kristusu de' genangino matiti hiadono iniduhunu ona gea ahao kiani yamake ma owa ma jouwoka de aino,de o yesusu una ka wodotokohi wato de nako onagona dika iniduhunu nginika ngaro hoka o akere o mangko moi dika inihidoaka ma nako gea inihioriki ngini nihiniiki ngohi o kristusu de genangino ma titi hiadono iniduhunu ona gea ahao kiani yamake ma owa ma jouoka de aino
01808,0,4,ka de hokogea 'o yesus wotemoka de kaitodokanino ai pado iaikoka ho 'o nyawa gea wotogumoka,ka de hokogea o yesusu wotemoka de ka itodokanino ai pado iaikoka ho o nyawa gea wotogumoka
02282,0,5,de wiadonoka de ahao 'o yesusu wileha unangika wato ngona 'okia nomagahoko ngohino la nato toniduhunu de worafi-rafi gea wipaluhu wato ahi baluhu duru toigo toma hioriki,de wiadonoka de ahao o yesusu wileha unangika wato ngona o kia nomagahoko ngohino la nato toniduhunu de worafi rafi gea wipaluhu wato ahi baluhu duru toigo tomahioriki
02081,0,8,abe enagea ko inahipesekua ma jouika anga moi o inomo ko itulua nanga hiningaika ma sara ka igila-gila nanga pokoruku de ahao nanga badangoka ihupuokali ho de ai demo-demoino na o yesusu wato koiwa o inomo de' ma bohonoka abe inahidadi la hahowonoka ma jouika,abe ena gea ko inahipesekua ma jouika angamoi o inomo ko itulua nanga hiningaika masara ka igila gila nanga pokoruku de ahao nanga badangoka ihupuokali ho de ai demo demoino naa o yesusu wato ko iwa o inomo de ma bohonoka abe inahidadi la hahowonoka ma jouika
02095,1,9,ho muna moihene ai demo gea de mosoboka de molio ami tauika mato ngomi ora momilegahi de momahiadonoka de ngomiora momimake momaiduoka morirididika ami koioka de ikoungu ma tokata gea iminoaka ma rai hoko gea dika aika ma oraha imikokitokata ami ade-ade,ho muna moihene ai demo gea de mosoboka de molio ami tauika mato ngomi ora momilegahi de momahiadonoka de ngomi ora momimake momaiduoka morii riidi dika ami koioka de igoungu ma tokata gea iminoaka marai hokogea dika aika ma oraha imikokitokata ami ade ade
02417,0,13,abe kianioabari ma rorahai nia hingahuokahi 'o nyawa mata-mataika 'o dunia kana de 'ahao kaidadi 'o dunia ma bobaha 'adonoka,abe kiani o abari ma rorahai niahingahuokahi o nyawa mata mataika o duniaka naa de ahao ka idadi o dunia ma bobaha adonoka
