line_number,'mra', 'fuzz_partial', 'levin',transcribed_text,source_text
01904,1,95,13,ne enaka ma titi ma ngoe o yesus wadotoko o nyawaika abe wapake o hiketero ma deade howange kea wadotoko hokonaa wato abeika nitotoihene naga womatengo woiki o redika la wohibarihi o bibiti,de naga ma titi ma ngoe o yesusu wadotoko o nyawaika abe wapake de o hiketero ma ade ade ho o wange gea wadotoko hokonaa wato abeika nitotoihene naga womatengo woiki o redika la wohibarihi o bibiti
02429,0,97,14,de tanu o kokangela ma oraha gea hatoli itedekana de o nyawa ma tamataika o duniaka naa ahao yahi kokibinahaka ma sara ma jou wahao kiani o kangela ma dekana wabatingi wato ma sarana ga to ngohi ahi nyawa abe duru tasanangi onangika hona o kokangela ma dekana tabatingoka la tato uwa ahi nyawa gea yokokihonenge,de tanu o kokangela ma oraha gea hatoli itedekana de o nyawa mata mataika o duniaka naa ahao yahikokibinaahaka masara ma jou ahao kiani o kokangela ma dekana wabatingi wato masara naga to ngohi ahi nyawa abe duru tasanangi onangika ho naa o kokangela ma dekana tabatingoka la tato ufa ahi nyawa gea yokokihonenge
02401,6,0,41,maruku pasala ngimoi de hange emepenn 708,13
01938,0,98,9,ipaha de iwangoie de abeika hokokia ma gurutie ngaro ma dihira ma mui duru ieteke de nako o gauku ma tamataika o duniaka ka ena ngohi ikurutie de to ena ma jaga utu ilago agomo hohiadono o totaleo iboaino de ma igutu imadiai ma jagaka gee anga moi ma fofongo duru irahai,ipaha de iwangoiye de abeika hokokia ma gurutiye ngaro ma dihira ma mui duru ieteke de nako o gauku mata mataika o duniaka ka enangohi ikurutiye de to ena ma jaga utu ilago agomo ho hiadono o totaleo iboaino de ma igutu imadiai ma jagaka gea angamoi ma fofongo duru irahai
02415,0,97,13,de o yesusu wahitararonohi wato ngini kiani ka ihikaika nimagoana anga moiaha o nyawa initae tae de inihidoa doaka niahidimonika abe ona gee a yotobau rurusu o nyawa de ma rae duru inipoha poha nia do dotoko ma tau tauoka,de o yesusu wahitararonohi wato ngini kiani ka ihikaika nimaagoana angamoi ahao o nyawa initae tae de inihidoa doaka nia hidimonika abe ona gea yotobauru urusu o nyawa de marai duru inipoha poha nia dodotoko ma tau tauoka
02083,3,97,18,anga moi doka manga hiningaka kaipuda ma dorou hoka yomakitigi irupa rupa abe koidadiuwa ho yomakitigi de o nyawa abe ko manga fekatuwa eko ko manga rokatuwa de naka manga dorou utuhoka o doma de o dohiki de o horodo de o dorou yolingiri la o nyawa yahikangela,21 22 angamoi doka manga hiningaka ka ipuda ma dorou hoka yomakitigi irupa rupa abe ko idadiua ho yomakitigi de o nyawa abe ko manga fekatua eko manga rokatua de naga manga dorou utu hoka o doma de o dohiki de o horoodo de o dorou yolingiri la o nyawa yahikangela
02097,0,99,7,de ipaha de o yesusu wosoboli abe o tirusu ma tonaka gea wanoaka de woiki wohidotobiki o sidono ma tonaka de aha owogilagila abe ai dumutu o galilea ma akere ma ngotika de ipahaino de womahiadono ma akere ma ngotika gea de ma tonaka ge enangoka ihiromanga o kapongo ngimoi ma tonaka,de ipaha de o yesusu wosoboli abe o tirusu ma tonaka gea wanoaka de woiki wohidotobiki o sidono ma tonaka de ahao wogila gila abe ai dumutu o galilea ma akere ma ngootika de ipahaino de womahiadono ma akere ma ngootika gea de ma tonaka genangoka ihiromanga o kapongo ngimoi ma tonaka
02280,0,96,12,de o yesusu woihene ai demo gea de womatogumuku de wahuloko wato una gee niwiahokino ngohino de ona iwiahoko worafiraafi gea de witemo wato ngona na noutumoka anga moi woniahokoka de hona nomataiti naikaahi,de o yesusu woihene ai demo gea de womatogumuku de wahuloko wato una gea niwiahokino ngohino de ona iwiahoko worafi rafika gea de iwitemo ato ngona naa noutumoka angamoi woniahokoka de ho naa nomataiti naikahi
02202,0,98,12,de abe ona yahiatatara duru manga ho howono kohadubuho ho ngaro manga tomarino ihidilikoino de yadi deuku o hakaru kohaamoko de yahidutumo o gahi ma lukuku ma kokiakiauwa ho ngoli nako ihingaku ngakuoka de yahiatatara duru to ona ngohi manga ho howono itubuho,de abe ona yahiata atara duru manga hohowono kohadubuho ho ngaro manga tomarino ihidilikoino de yadideuku o hakaru kohaamoko de yahidutumo o gahi ma lukuku ma ko kia kiaua hongoli nako ihingaku ngakuoka de yahiata atara duru to onangohi manga hohowono itubuho
02539,3,96,23,de yomato muinoka la yomahikaaturu ato hokokia o yesusu wiurusu de ipaha aputuhoka de o yesusu iwipakipakitoka de ibiaoika womatengoika abe una o po pareta moi duru wokurutie ma propinsioka gea abe una ai ro manga o pilatusu em eyuttn 08,de yomatoomuinoka la yomahikaaturu la ato hokokia o yesusu iwiurusu de ipaha aputuhoka de o yesusu iwipaki pakitoka de iwiaoika womatengoika abe una o popareta moi duru wokurutiye ma propinsioka gea abe una ai romanga o pilatusu
01814,6,0,33,maruku pasala hinoto ee pnpeyu 08,2
02139,0,96,10,de ma oraha gee o yesusu womulaenge womahingahu abe womahitararono wininikika wato ngohinaa o nyawa ma ngofaka ho kogee ihiromanga anga moi o horogaka de tauku toboa ma sara o nyawaino tomaboa,de ma oraha gea o yesusu womulaenge womahingahu abe womahitararono iwinii niikika wato ngohi naa o nyawa ma ngofaka hokogea ihiromanga angamoi o horogaka de tauku toboa masara o nyawaino tomaboa
02111,0,98,11,de aha o yesusu wahuloko o nyawa manga ngoe ngoeika gea wato ngini nikokigogerukuohi de ona yokokigogeruku de ahao una waleeino ma roti tumidi gea de wohitarimakaseokahi ma jou ie wohitarimakase ibooto de ahao ma roti wakokabelaka de wahikokodoku abe wininikika la onangoli yahikodoku o nyawa manga ngoe ngoika gea,de ahao o yesusu wahuloko o nyawa manga ngoe ngoeika gea wato ngini nikokigogerukuohi de ona yokokigogeruku de ahao una waleino ma roti tumidi gea de wohitarimakaseohi ma jouiye wohitarimakase ibooto de ahao ma roti wakokabelaka de wahikokodoku abe iwinii niikika la onangoli yahikodoku o nyawa manga ngoe ngoeika gea
02257,0,98,8,de naga o nyawa otuoli manga poretino yaniiki de ona kea yohawana hi adono yomatemo ato done ma kotaka gea de wobodito de ipaha de wahirehenikali ona abejangi moi de yahinoto o ngekomo ma datekoka la wato womahingahu abeahao idadi hokokia unangika,de naga o nyawa utuoli manga poretino yaniiki de ona gea yohawana hiadono yomatemo ato done ma kotaka gea de wobodito de ipaha de wahirehenikali ona abe yangimoi de yahinooto o ngekomo ma datekoka la wato womahingahu abe ahao idadi hokokia unangika
02105,0,97,6,de ipahaino o wangi moiuku naga o nyawa ko manga ngoe yomatomuinoli o yesusoka ma sara manga inomo duru koiwa ho o yesusu ona iwininiiki wahokino unangino,de ipahaino o wange moiuku naga o nyawa ko manga ngoe yomatoomuinoli o yesusoka masara manga inomo duru ko iwa ho o yesusu ona iwinii niiki wahokino unangino
02243,0,97,8,de wokaya kaya wosoboka de ahao o yesusu womalega ari hononga iwininikika de wotemo wato igoungu o na abe de manga tibi tibioka duru ihuha yodadi ma jou ai kokawaha,de wokaya kaya wosoboka de ahao o yesusu womalega arihononga iwinii niikika de wotemo wato igoungu ona abe de manga tiwi tiwioka duru ihuha yodadi ma jou ai kokawaaha
02068,0,99,4,abe to una ai uru ma do dofanga o yesaya wohitulihuku ai demo gee ma titi ngini naa abe nimadokangelukudika wato o nyawa naa ngaro ato ihihoromati ngohino ma sara manga horomati ka manga uruoka dika de manga hiningaka duru ihiporetika,abe to una ai uru ma dodofanga o yesaya wohitulihuku ai demo gea ma titi ngini naa abe nimadokangeluku dika wato o nyawa naa ngaro ato ihihoromati ngohino masara manga horomati ka manga uruoka dika de manga hiningaka duru ihiporetika
02242,2,95,17,ma saraka de gea woihene de duru ai hininga itafukuoka anga moi ai hininga duru ihuha ho ka o yesusu wiporete de woikoka wolio anga moi to una ai kia honanga duru kohangoe de kogouwa gea wahidoa ka o nyawaika,masara ka de gea woihene de duru ai himanga itafukuoka angamoi ai hininga duru ihuha ho ka o yesusu wiporete de woikoka wolio angamoi to una ai kiahonanga duru kohangoe de ko woigoua gea wahidotodoaka o nyawaika
02104,6,100,31,maruku pasala tufange e peenn 08,8
02593,6,0,43,ma ruku pasala ngimoi de butanga e eenun 08,16
02069,0,96,9,parahajadika abe yomahuba huba ngohino anga moi ka o pareta o nyawa inodika abe yatoba dotoko ma saragea ihiromanga ato ma jou ai demo de ai do dotoko o nyawaika,parahaja dika abe yomahuba huba ngohino angamoi ka o pareta o nyawaino dika abe yotobadotoko masara gea ihiromanga ato ma jou ai demo de ai dodotoko o nyawaika
02256,0,97,14,de ma oraha gea o yesusu de iwiniiniiki naga manga do dagi ma goronaka abe yodoa o yerusalemie de o yesusu una wahihira hira yaangimoi de yahinoto ma sara o naduru yoheranga ma titi una ai domoroiniholi la o yerusaleme ma kotaie woiki,de ma oraha gea o yesusu de iwinii niiki naga manga dodagi ma goronaka abe yodoa o yerusaleemiye de o yesusu una wahihira hira yangimoi de yahinooto masara ona duru yoheranga ma titi una ai domoroinohi la o yerusaleeme ma kotaiye woiki
01829,0,99,1,de ma moioli o yesusu woikoli o galilea ma akere ma ngooto ma datekika de naga o nyawa ko manga ngoe yokokiboaino unangino ho yomatoomuino unangoka de o nangikali wadotoko,de ma moioli o yesusu woikoli o galilea ma akere ma ngooto ma datekika de naga o nyawa ko manga ngoe yokokiboaino unangino ho yomatoomuino unangoka de onangikali wadotoko
02110,0,97,3,de woleha o nangika bato ka naga nia roti muruonohi de yopaluhu ato mia roti naga o gahumu tumidohi,de woleha onangika wato ga naga nia roti muruonohi de yopaluhu ato mia roti naga o gahumu tumidohi
02203,0,97,9,de una wotemohi onangika wato nako de ani giama ma hononga inihiatara la nako norehene ma jouino gee ani giama naafokooka dika anga moi koaho inihipoloka la idadi ani toba ge enangino la aha namake o wo wango kahiado adonika,de una wotemohi onangika wato nako de ani giama ma hononga inihiatara la nako norehene ma jouino gea ani giama nafokoka dika angamoi koaho inihipoloka la idadi ani toba genangino la ahao namake o wowango ka hiado adonika
01815,2,99,18,ho o wange muruono naga ipahaikaka de o yesus wolioli o kapernaumu ma kapongika de o nyawa yoihene abe o yesus woboaka ho naga ma tauoka em pmenyutt 08,ho o wange muruono naga ipahaikaka de o yesusu wolioli o kapenaumu ma kapongika de o nyawa yoihene abe o yesusu woboaka ho naga ma tauoka
02538,0,98,10,de ma dawangeino abe duru o ngoru ngorumino de ona yotobaururusu o nyawa yongodumoka yomatomuinoka abe manga doomuoka gea naga o hidemo ma jouie manga hohidimono de ona abe yotoba doto dotoko o musa iparetaino de o yahudi ma nyawa manga balu baluhu ona ngoo mata mata ge enangoka,de ma dawangeino abe duru o ngoru ngorumino de ona yotobauru urusu o nyawa yongodumoka yomatoomuinoka abe manga doomuoka gea naga o hidemo ma jouiye manga hohidimono de ona abe yotobadoto dotoko o musa ai paretaino de o yahudi ma nyawa manga balu baluhu onangoo mata mata genangoka
02281,2,97,10,kade o batimeusu manga demo woihene ka de dau de womaokoie abe ai baju ihidatahumuku geawau mouku ai dingioka de wodogunuaika dika wodogunuaika de womataiti woboa o yesusika,ka de o batimeusu manga demo woihene ka dau de womaokoiye abe ai baju ihidatahumuku gea waumouku ai dingiioka de wodogunoaika dika wodogunoaika de womataiti woboa o yesusika
02082,0,98,4,de o yesusu ahi tararono wohigila gila onangika hokona wato abe ihupu o nyawa manga hiningaino gea ena abe yahipeseke de yahihowono ma jouika,de o yesusu ai hitararono wohigila gila onangika hokonaa wato abe ihupu o nyawa manga hiningaino gea ena abe yahipeseke de yahihowono ma jouika
02414,2,96,14,ma sara gee ama tamata ka ma lifunudika de kaidadi hoiketero abe o ngofeka momatengo abe ami gahe itigioka ho hiadono ami pokoroka naga igoli goli de inoino utuohi idogo ami kangela de gee imaketero abe nako utuohi itigi o dunia ma bo bahaika utuohi idogo ma kangela,masara gea mata mata ka ma lifunu dika de ka idadi hohiketero abe o ngofeka momatengo abe ami gahe itigioka ho hiadono ami pokoroka naga igoli goli de ino ino de utuohi idogo ami kangela de gea imaketero abe nako utuohi itigi o dunia ma bobahaika utuohi idogo ma kangela
01939,0,96,12,de hokoge enango abe ma orahanaa ma jou wahikoano o nyawa abe hatooli yohutuludika ma sara ikaika de duru yodogo dogo abe una kaidadi wahikoano ai nyawa ko manga ngoeika hokogea o yesusu ahi ketero,de hokogenangoo abe ma oraha naa ma jou wahikoano o nyawa abe hatoli yohutulu dika masara ika ika de duru yodogo dogo abe una ka idadi wahikoano ai nyawa ko manga ngoeika hokogea o yesusu ai hiketero
02428,0,97,16,abe ma oraha gea duru o kangela de o huha ma ngoe nia ohana de ngaro ma tamataika ma sara ka ma oraha ge enangohi ma kokangela ilago agomo abe duru ma dodihiraka abe ma jou wotobatulada kahiadono ma orahanaa koiwahi ma kangela ho kogea ma amoko de ma kangela gea ahao ipahaino de duru koiwaakau ho kogea ma kokangela idadi kahiado  adonika,abe ma oraha gea duru o kangela de o huha ma ngoe niaohana de ngaro mata mataika masara ka ma oraha genangohi ma kokangela ilago agomo abe duru ma dodihiraka abe ma jou wotobatulaada ka hiadono ma oraha naa ko iwahi ma kangela hokogea ma amoko de ma kangela gea ahao ipahaino de duru ko iwakau hokogea ma kokangela idadi ka hiado adonika
01905,0,100,0,de o bibiti ma gogiriaka wohibarihi de utu ipuraraha ka ma ngekomuku de o totaleo iboaino de aolomoka,de o bibiti ma gogiriaka wohibarihi de utu ipuraraha ka ma ngekomuku de o totaleo iboaino de aolomoka
01911,0,98,9,de o nyawaika gea wadotoko ipaha de ahao yowoe woe yosobo de ma houka o nangokahi abe iwininiiki yaangi moi de yahinoto de utuoli abe iwitobaniiki hogea ka o nangokahi dika naga unangoka de iwileha o yesusika ma titi ma hiketero ma ade ade abe wadotokoka,de o nyawaika gea wadotoko ipaha de ahao yowoe woe yosobo de ma hou ka onangokahi abe iwinii niiki yangimoi de yahinooto de utuoli abe iwitobaniiki ho gea ka onangokahi dika naga unangoka de iwileha o yesusika ma titi ma hiketero ma ade ade abe wadotokoka
01864,3,98,26,de o farisi ma nyawa ge enangoka ka de gea idadi de yohupuoka de yoiki o herodese ai do doomuika de ahao ma doomu inoto gea ona yomahikaagaro la ato yesusu iwitoma em ppnyuutntnn 08,de o farisi ma nyawa genangoka ka de gea idadi de yohupuoka de yoiki o herodese ai dodoomuika de ahao ma doomu hinooto gea ona yomahikagaro la ato o yesusu iwitoma
02030,0,97,3,watobiki ibooto de o dodaiuku wonoauku de wao o ngofekaika de womihidoaka de muna gee a momihidoakaoli ngomi memeika,watobiki ibooto de o dodaiuku wonoauku de wao o ngofekaika de womihidoaka de muna gea momihidoakoli ngomi memeika
02024,0,98,9,de ahao o ngo herodiasa ngomiora moboa de moselo selo manga himahimangoka de duru ma hisanangi o herodese de ai dodiawo ge enangoka de o herodese wotemo munangika bato okia dika nomagaho ko ngohino gea de ahao kaidadi tonihidoaka,de ahao o ngo herodiasa ngomi ora moboa de moselo selo manga hima himangoka de duru mahisanangi o herodese de ai dodiawo genangoka de o herodese wotemo munangika wato o kia dika nomagahoko ngohino gea de ahao ka idadi tonihidoaka
01870,0,98,6,de igoungu ona ko manga ngoe abe de manga popanyakeoka yomahiefoto o yesusika la ato iwisoo unangika anga moi ihiorikoka naka o nyawa ko manga ngoe wahitogumu manga popanyakeino,de igoungu ona ko manga ngoe abe de manga popanyakeoka yomahiefoto o yesusika la ato iwiso unangika angamoi ihiorikoka naga o nyawa ko manga ngoe wahitogumokau manga popanyakeino
02161,2,96,12,kade yoihene ma ilingi gea de yomalega ari honongaika ma sara ka o yesusokahi iwimake anga moi o elia de o musa kaiaho ko yamakeokauwa ho o yesusudika nagahi,ka de yoihene ma ilingi gea de yomalega arihonongaika masara ka o yesusokahi iwimake angamoi o elia de o musa ka aiaho ko yakokimakeokaua ho o yesusu dika nagahi
01858,5,97,22,de ma moiuku abe o hiaini ma wangeoka de o yesusu wowohamoli o do dotoko ma tauika de naga womatengo ge enangoka ai giama ma hononga iheluku e pnyuuuntn 08,1 2 de ma moiuku abe o hiaini ma wangeoka de o yesusu wowohamoli o dodotoko ma tauika de naga womatengo genangoka ai giama ma hononga iheluku
02018,2,97,8,ma sara o herodese ai riaka abe ae romanga o filipusu una naga kawowangohi ho tanu ma oraha o herodese wahuloko la iwitaoko o yohanes gee tomunangino dika ami mau waniiki,masara o herodese ai riaka abe ai romanga o filipusu una naga ka wowangohi ho tanu ma oraha o herodese wahuloko la iwitaoko o yohanese gea to munaino dika ami mau waniiki
02175,0,97,7,de ahao ai ba baika o yesusu wileha bato honaa kafuruono iwidubuku de wato naa una ka ai ete tekohi de iwidubukoka kahiadono ma wange naa kaiwihikangelahi,de ahao ai babaika o yesusu wileha wato ho naa ka furuono iwidubuku de wato naa una ka ai etetekohi de iwidubukoka ka hiadono ma wange naa ka iwihikangelahi
01960,0,94,15,de naga ge enangoka o wodeduru idu du duono koha ngoe abe ma tamata ngade ngade o dutu o sanahinoto ma ngoe de ma odegea o loku ma bakaino naga itimiono ge enangoka,de naga genangoka o ode duru idoduduono kohangoe abe mata mata ngade ngade o dutu o sana hinooto ma ngoe de ma ode gea o loku ma bakaino naga itimiono genangoka
01770,2,97,8,hoka de o yesusu o akeroka de wofarenie de duru kaito dokanino wamake horoga ifelenga de ma jou o womaha wouti o yesusuku oka o totaleo o namodara,ho ka de o yesusu o akeroka de wofareniye de duru ka itodokanino wamake o horoga ifelenga de ma jou o womaha wouti o yesusuku hoka o totaleo o namodaara
01764,0,97,12,de gee naga o nyawa duru ko manga ngoe yoboa o yohanesino abe utu o yudea ma tonakoka naga manga ngii homoi homoino ona yokokiboa o yohanesino de abe yogogere o yerusaleme ma kotaka ma ona ngo gee yamata mata yokokiboaino o yohanesino de ona abe manga howono yomangaku gee o yohanese waohiki o jorodani ma keruku,de gea naga o nyawa duru ko manga ngoe yoboa o yohanesino abe utu o yudea ma tonakoka naga manga ngi homoi homoiino ona yokokiboa o yohanesino de abe yogogere o yerusaleeme ma kotaka ma onangoo gea mata mata yokokiboaino o yohanesino de ona abe manga howono yomangaku gea o yohanese waohiki o yorodani ma akeruku
01974,0,99,3,ho o yairusu wotemo hokogea de o yesusu kawiniiki unangika winiiki unangika ma sara o nyawa ko manga ngoe iwiniiki o yesusu de ona duru yomahi efotika unangika,ho o yairusu wotemo hokogea de o yesusu ka winiiki unangika winiiki unangika masara o nyawa ko manga ngoe iwiniiki o yesusu de ona duru yomahiefotika unangika
01758,0,99,2,abe ma diheraino gea de ma jou wihiakunu ai nyawa womatengo o yesaya la kaidadi wohitulihuku ma jou ai demo de naga moi ma jou ai demoka abe witemo to una ai ngofaka o yesusika de wihitararono unangika ma titi o yohanese de gea ai demo hamake o yesaya ai bukuoka,abe ma dihiraino gea de ma jou wihiakunu ai nyawa womatengo o yesaya la ka idadi wohitulihuku ma jou ai demo de naga moi ma jou ai demoka abe witemo to una ai ngofaka o yesusika de wihitararono unangika ma titi o yohanese de gea ai demo hamake o yesaya ai bukuoka
01989,0,98,5,yowohamika de o yesusu womisoo ami giamika de wotemo munangika de to una ai demo bato talita kuum abe naga de ma titi hokonaa ngofeka ngonana nomomikoka,yowohamika de o yesusu womiso ami giamika de wotemo munangika de to una ai demo wato talita kum abe naga de ma titi hokonaa ngofeka ngona naa nomomikoka
01962,0,97,12,ho o yesus wato nako okogea nihupuoka ho ikokihupuoka o nyawaino gea deikokiloiki de yokokibarene o deikali ma saraka de o toka tokata gea yokokibarenoka o deikali de o odekea imapopaata o bakoruku de imakokingumo o akere ma ngootuku iadono akokilutuoka,ho o yesusu wato nako gea nihupuoka ho ikokihupuoka o nyawaino gea de ikokiloiki de yokokibarene o odeikali masara ka de o toka tokata gea yokokibarenoka o odeikali de o ode gea imapopaata o bakoruku de imakokingumo o akere ma ngootuku hiadono akokilutuoka
01976,0,99,4,de muna gea migihene ma titi o yesusu abe wahitogumu manga ngoe manga popanyakeino ho muna moboa o nyawa manga ngoeino de o yesusu ai bajuiha ma so anga moi momatemo mato ngaro ka ai baju dika tasoo ma kaidadi totogumu ahi kangelaino,de muna gea migihene ma titi o yesusu abe wahitogumu manga ngoe manga popanyakeino ho muna moboa o nyawa manga ngoeino de o yesusu ai bajuiha maso angamoi momatemo mato ngaro ka ai baju dika taso ma ka idadi totogumu ahi kangelaino
01766,0,97,10,de o yohanesewahingahu ngahu o nyawaika bato ahao naga womatengo woboa wohihido duruino de ka una ngohi woputurungu hongaro ngohi todadi o gilaongo abe totobahupu huputu o nyawa manga sandala ma nako to una gee ai sandala ngohi naa kotadadiuwa tahuputu,de o yohanese wahingahu ngahu o nyawaika wato ahao naga womatengo woboa wohihidoduruino de ka unangohi woputurungu ho ngaro ngohi todadi o gilaongo abe totobahupu huputu o nyawa manga sandaala ma nako to una gea ai sandaala ngohi naa ko tadadiua tahuputu
02618,0,97,10,de nanga baluhui dodutu o yesusu hokogea wahibehehongo de ahao ibigoraka daku o horogaie de daku o horogaka de o yesusu wogogeruku ma jou o baba ani rakoka la yomakutuono yaahikoano ma tamataika,de nanga baluhu idodutu o yesusu hokogea wahibehehongo de ahao iwigoraka daku o horogaiye de daku o horogaka de o yesusu wogogeruku ma jou o baba ai nirakoka la yomakutuono yahikoano mata mataika
01899,0,98,4,wotemohokogea de ahao womalega arihonongaika onangika abe naga yogogere iwihigilolitino de wato ngini na tinihiromanga abe to ngohi ngohi meme de ngini na to ngohi ahi do dodoto,wotemo hokogea de ahao womalega arihonongaika onangika abe naga yogogere iwihigilolitino de wato ngini naa tinihiromanga abe to ngohi ngohi meme de ngini naa to ngohi ahi doo dodoto
02163,2,96,11,hogea o yesusu ai beheho ngo nangika iwihingounu hiadono ai demo ka agogono dika manga hiningaka ma sara o najaruwange dika yomakokeleha ato ka okia ma titi gea wotemo abe wato womomikokali ai honengino,ho gea o yesusu ai behehongo onangika iwihingounu hiadono ai demo ka agogono dika manga hiningaka masara ona yaruange dika yomakokeleha ato ka o kia ma titi gea wotemo abe wato womomikoli ai honengino
02177,0,96,9,de o yesusu wato mode ngona nohileha nato nako ngona kanakunu anga moi okiadika o nyawa yomagahoko ma jooino gee ma tamata kawakunu wodiai iti o nyawa gea iwingaku unangika,de o yesusu wato mode ngona nohileha nato nako ngona ka nakunu angamoi o kia dika o nyawa yomagahoko ma jouino gea mata mata ka wakunu wodiai iti o nyawa gea iwingaku unangika
01866,2,99,7,de o yesusu de iwiniiniiki ona yosobo yanoaika ma ngii gea de yoikoli o akere ma ngotikali de naga o galilea ma nyawa duru ko manga ngoe yoboaino de iwiniiki unangika hiadono yomakutuono yomakiniiki de naga o nyawa utuoli ko manga ngoe yoboaino o yesusino,7 8 de o yesusu de iwinii niiki ona yosobo yanoaika ma ngi gea de yoikoli o akere ma ngootikali de naga o galilea ma nyawa duru ko manga ngoe yoboaino de iwiniiki unangika hiadono yomakutuono yomakiniiki de naga o nyawa utuoli ko manga ngoe yoboaino o yesusino
01872,5,97,23,ma sara o yesusu duru wataaere onangika wato koidadiuwa ngini niade ade o nyawaika ma titi ngohi em pmeeyytnnnnn 08,masara o yesusu duru wataere onangika wato ko idadiua ngini niade ade o nyawaika ma titi ngohi
02026,0,95,15,de wohibeheho ngoi booto de yahaowa muna mohupu de moleha ngomi memeika mato meme hona okia tomagahoko de muna mopaluhu mato kouwa abe keani nogahoko gea o yohanese woto bawohiohiki una gee nogahoko to una ai pea,de wohibehehongo ibooto de ahao muna mohupu de moleha ngomi memeika mato meme ho naa o kia tomagahoko de muna mopaluhu mato koua abe kiani nogahoko gea o yohanese wotobaohi ohiki una gea nogahoko to una ai pea
01907,5,95,6,ma saraka de yodihiwara de o bibiti gea ama ai ho ikokimaraaka anga moi ko imahingutukuwa,masara ka de yodihiwara de o bibiti gea amaai ho ikokimoraaka angamoi ko imahingutukua
01913,2,96,17,ma sara onabe nagahi ma poretoka abe ma titi koyoboauwahi ma jouino hokoyodadiwahi to una ai nyawa ona gee ma jou wato borotauwa de ona ihioriki abe ma titi hokokia ai nyawaika wahi koano de gee ena ma titi iadono ngohi taadotoko de o hiketero ma deade dika katobapake,masara ona abe nagahi ma poretoka abe ma titi ko yoboauahi ma jouino ho ko yodadiuahi to una ai nyawa ona gea ma jou wato borotaua de ona ihioriki abe ma titi hokokia ai nyawaika wahikoano de gea ena ma titi hiadono ngohi tadotoko de o hiketero ma ade ade dika tatobapake
02416,0,96,8,de nagali yahao o gogubernuru de o kokoano manga himahimangoka kiani nimaokoie ma titi nihinikingohi de gea kaidadi nimahingahu onangika ma titi nia ngo ngaku ngohino,de nagali ahao o gogubernuuru de o kokoano manga hima himangoka kiani nimaokoiye ma titi nihiniiki ngohi de gea ka idadi nimahingahu onangika ma titi nia ngongaku ngohino
02402,3,95,35,de ipahade o yesusu de winiiniiki ma jou aitau ma loaka de yosobo de womatengo iwininiikino witemo bato guru abeika ma ho hailoa ma tau ma tamatanaa abe hohidefetongo ma jou aitau de abeika o hakaru hokogea ma goagomo abe ge enangino yodeai ma jou aitau duru ma rorahai em ppnyyutun 208,de ipaha de o yesusu de iwinii niiki ma jou ai tau ma loaka de yosobo de womatengo iwinii niikino witemo wato guru abeika ma hohailoa ma tau mata mata naa abe hohidefetongo ma jou ai tau de abeika o hakaru hokogea ma ago agomo abe genangino yodiai ma jou ai tau duru ma rorahai
02094,4,97,10,ho kogea motemo ho womipaluhu wato duru nagoungu de ma ngale ani bobaluhu gea ho ngonao kaidadi toniduhunu hona ngohi tonihingahu abe ma orahanaa naga de tohititokoka ma tokata gea ho kaidadi noliohi de nomitu tumohi ngoniora,hokogea motemo ho womipaluhu wato duru nagoungu de mangale ani bobaluhu gea ho ngonaoo ka idadi toniduhunu ho naa ngohi tonihingahu abe ma oraha naa naga de tohititokoka ma tokata gea ho ka idadi noliohi de nomitutumohi ngoni ora
02080,0,95,17,de o yesus wopaluhu onangika bato mode nginio konihiorikuwa ahi do dotoko gea ma titi konihiorikuahi abe okia kiakadika ma hoanino de iwohamika o nyawa manga badangoka de kogenanginouwa ma titi hi adono ona yopeseke ma jou ahi mangoka,de o yesusu wapaluhu onangika wato mode nginioo ko nihiorikua ahi dodotoko gea ma titi ko nihiorikuahi abe o kia kia dika ma hoanino de iwohamika o nyawa manga badangoka de ko genanginoua ma titi hiadono ona yopeseke ma jou ai himangoka
02283,3,96,25,de o yesus wipaluhu wato naa kaidadi nolio anga moi inihitogumoka ma titi ani ngo ngakuino de ka de o yesusu ai demo ipaata ai ruino de una gee womahiorikoka de aha una ngo wiinikoka o yesus abe yotagi tagi ma ngekomoka em peyunn 08,de o yesusu wipaluhu wato naa ka idadi nolio angamoi inihitogumoka ma titi ani ngongakuino de ka de o yesusu ai demo ipaata ai uruino de una gea womahiorikoka de ahao unangoo winiikoka o yesusu abe yotagi tagi ma ngekomoka
01809,6,98,10,de wotogumuoka de aha o yesusu wihidingoto ma nauru geea la woikohi de womahimatoko womatengoika abe wodadi manga hidemo ma jouie,43 44 de wotogumoka de ahao o yesusu wihidingoto ma nauru gea la woikohi de womahimatoko womatengoika abe wodadi manga hidemo ma jouiye
01817,0,97,10,de ma habari gea yoihenino ho naga manga ngoe yoboa yomatoomuino ma tauoka gea ho hiadono yodokemoka o tau ma goronaka de kakoiwaka ma ngii de hiadono yodefotoka o tau ma ngoranoka ka hiadono ma poretoko de o yesus wa dotoko o nyawa manga ngoeika gea ma jou ai demo demoino,de ma abari gea yoihenino ho naga manga ngoe yoboa yomatoomuino ma tauoka gea ho hiadono yodokemoka o tau ma goronaka de ko iwaka ma ngi de hiadono yodeefotoka o tau ma ngorana ka hiadono ma poretoko de o yesusu wadotoko o nyawa manga ngoeika gea ma jou ai demo demoino
